model,factor,mult,cost,beta,reward,clicks
Optimal,3//1,1,0.6912152904636213,46.415888336127786,18.68924,7.96168
Optimal,3//1,1,0.6912152904636213,100.00000000000004,18.61769,7.8255
Optimal,1//2,1,0.7533150951473332,0.10000000000000002,4.91733,4.46599
Optimal,1//2,1,0.7533150951473332,0.21544346900318845,5.41389,4.87021
Optimal,1//2,1,0.7533150951473332,0.464158883361278,6.1085,5.31539
Optimal,1//2,1,0.7533150951473332,1.0,6.61038,5.26482
Optimal,1//2,1,0.7533150951473332,2.154434690031884,6.72461,4.39855
Optimal,1//2,1,0.7533150951473332,4.641588833612779,6.6683,3.37805
Optimal,1//2,1,0.7533150951473332,9.999999999999998,6.57595,3.00322
Optimal,1//2,1,0.7533150951473332,21.544346900318835,6.56724,2.95051
Optimal,1//2,1,0.7533150951473332,46.415888336127786,6.56961,2.94391
Optimal,1//2,1,0.7533150951473332,100.00000000000004,6.54887,2.92973
Optimal,1//3,1,0.7533150951473332,0.10000000000000002,12.19035,5.32569
Optimal,1//3,1,0.7533150951473332,0.21544346900318845,13.60176,6.08696
Optimal,1//3,1,0.7533150951473332,0.464158883361278,14.53663,6.47061
Optimal,1//3,1,0.7533150951473332,1.0,14.93905,6.15438
Optimal,1//3,1,0.7533150951473332,2.154434690031884,14.96426,4.96382
Optimal,1//3,1,0.7533150951473332,4.641588833612779,14.76924,3.67822
Optimal,1//3,1,0.7533150951473332,9.999999999999998,14.59868,3.13744
Optimal,1//3,1,0.7533150951473332,21.544346900318835,14.55449,3.05484
Optimal,1//3,1,0.7533150951473332,46.415888336127786,14.53023,3.04632
Optimal,1//3,1,0.7533150951473332,100.00000000000004,14.5471,3.02599
Optimal,2//1,1,0.7533150951473332,0.10000000000000002,3.63676,5.02134
Optimal,2//1,1,0.7533150951473332,0.21544346900318845,4.56879,6.12613
Optimal,2//1,1,0.7533150951473332,0.464158883361278,6.29757,8.02212
Optimal,2//1,1,0.7533150951473332,1.0,8.07525,9.43554
Optimal,2//1,1,0.7533150951473332,2.154434690031884,8.63027,8.90117
Optimal,2//1,1,0.7533150951473332,4.641588833612779,8.65448,7.66073
Optimal,2//1,1,0.7533150951473332,9.999999999999998,8.63591,6.99515
Optimal,2//1,1,0.7533150951473332,21.544346900318835,8.58788,6.7534
Optimal,2//1,1,0.7533150951473332,46.415888336127786,8.55599,6.68035
Optimal,2//1,1,0.7533150951473332,100.00000000000004,8.57239,6.67782
Optimal,3//1,1,0.7533150951473332,0.10000000000000002,11.25215,7.57652
Optimal,3//1,1,0.7533150951473332,0.21544346900318845,15.59031,9.96514
Optimal,3//1,1,0.7533150951473332,0.464158883361278,17.92757,11.0775
Optimal,3//1,1,0.7533150951473332,1.0,18.53851,11.06256
Optimal,3//1,1,0.7533150951473332,2.154434690031884,18.76873,10.24945
Optimal,3//1,1,0.7533150951473332,4.641588833612779,18.73288,8.98698
Optimal,3//1,1,0.7533150951473332,9.999999999999998,18.62927,8.10402
Optimal,3//1,1,0.7533150951473332,21.544346900318835,18.55258,7.79218
Optimal,3//1,1,0.7533150951473332,46.415888336127786,18.55151,7.75062
Optimal,3//1,1,0.7533150951473332,100.00000000000004,18.54422,7.7288
Optimal,1//2,1,0.8209940381906262,0.10000000000000002,4.87991,4.42121
Optimal,1//2,1,0.8209940381906262,0.21544346900318845,5.38176,4.76015
Optimal,1//2,1,0.8209940381906262,0.464158883361278,6.04913,5.15468
Optimal,1//2,1,0.8209940381906262,1.0,6.50497,5.01548
Optimal,1//2,1,0.8209940381906262,2.154434690031884,6.64303,4.07878
Optimal,1//2,1,0.8209940381906262,4.641588833612779,6.56555,3.19507
Optimal,1//2,1,0.8209940381906262,9.999999999999998,6.5323,2.94668
Optimal,1//2,1,0.8209940381906262,21.544346900318835,6.50046,2.89646
Optimal,1//2,1,0.8209940381906262,46.415888336127786,6.4612,2.83052
Optimal,1//2,1,0.8209940381906262,100.00000000000004,6.43584,2.81115
Optimal,1//3,1,0.8209940381906262,0.10000000000000002,12.05333,5.28402
Optimal,1//3,1,0.8209940381906262,0.21544346900318845,13.53833,5.98465
Optimal,1//3,1,0.8209940381906262,0.464158883361278,14.51011,6.33062
Optimal,1//3,1,0.8209940381906262,1.0,14.86916,5.92649
Optimal,1//3,1,0.8209940381906262,2.154434690031884,14.92397,4.66763
Optimal,1//3,1,0.8209940381906262,4.641588833612779,14.69175,3.47487
Optimal,1//3,1,0.8209940381906262,9.999999999999998,14.54949,3.04522
Optimal,1//3,1,0.8209940381906262,21.544346900318835,14.49873,2.97514
Optimal,1//3,1,0.8209940381906262,46.415888336127786,14.47523,2.92895
Optimal,1//3,1,0.8209940381906262,100.00000000000004,14.40415,2.92334
Optimal,2//1,1,0.8209940381906262,0.10000000000000002,3.51875,4.8701
Optimal,2//1,1,0.8209940381906262,0.21544346900318845,4.38807,5.89171
Optimal,2//1,1,0.8209940381906262,0.464158883361278,6.02639,7.62651
Optimal,2//1,1,0.8209940381906262,1.0,7.83841,9.05442
Optimal,2//1,1,0.8209940381906262,2.154434690031884,8.49631,8.54611
Optimal,2//1,1,0.8209940381906262,4.641588833612779,8.53894,7.35761
Optimal,2//1,1,0.8209940381906262,9.999999999999998,8.4817,6.74664
Optimal,2//1,1,0.8209940381906262,21.544346900318835,8.48219,6.60385
Optimal,2//1,1,0.8209940381906262,46.415888336127786,8.46678,6.55878
Optimal,2//1,1,0.8209940381906262,100.00000000000004,8.44944,6.55983
Optimal,3//1,1,0.8209940381906262,0.10000000000000002,11.06771,7.47443
Optimal,3//1,1,0.8209940381906262,0.21544346900318845,15.44776,9.80626
Optimal,3//1,1,0.8209940381906262,0.464158883361278,17.83703,10.95271
Optimal,3//1,1,0.8209940381906262,1.0,18.46272,10.81733
Optimal,3//1,1,0.8209940381906262,2.154434690031884,18.6372,9.90732
Optimal,3//1,1,0.8209940381906262,4.641588833612779,18.57052,8.61095
Optimal,3//1,1,0.8209940381906262,9.999999999999998,18.38125,7.75584
Optimal,3//1,1,0.8209940381906262,21.544346900318835,18.22782,7.42249
Optimal,3//1,1,0.8209940381906262,46.415888336127786,18.15957,7.26086
Optimal,3//1,1,0.8209940381906262,100.00000000000004,18.11529,7.24626
Optimal,1//2,1,0.8947533576407694,0.10000000000000002,4.86825,4.36555
Optimal,1//2,1,0.8947533576407694,0.21544346900318845,5.33288,4.66962
Optimal,1//2,1,0.8947533576407694,0.464158883361278,5.94255,4.9511
Optimal,1//2,1,0.8947533576407694,1.0,6.43358,4.75684
Optimal,1//2,1,0.8947533576407694,2.154434690031884,6.53262,3.78027
Optimal,1//2,1,0.8947533576407694,4.641588833612779,6.46921,3.039
Optimal,1//2,1,0.8947533576407694,9.999999999999998,6.47671,2.89446
Optimal,1//2,1,0.8947533576407694,21.544346900318835,6.4765,2.8448
Optimal,1//2,1,0.8947533576407694,46.415888336127786,6.45317,2.80629
Optimal,1//2,1,0.8947533576407694,100.00000000000004,6.45076,2.79584
Optimal,1//3,1,0.8947533576407694,0.10000000000000002,12.07606,5.2491
Optimal,1//3,1,0.8947533576407694,0.21544346900318845,13.52526,5.93001
Optimal,1//3,1,0.8947533576407694,0.464158883361278,14.42215,6.20848
Optimal,1//3,1,0.8947533576407694,1.0,14.83341,5.7264
Optimal,1//3,1,0.8947533576407694,2.154434690031884,14.79997,4.41493
Optimal,1//3,1,0.8947533576407694,4.641588833612779,14.61982,3.31036
Optimal,1//3,1,0.8947533576407694,9.999999999999998,14.45881,2.99373
Optimal,1//3,1,0.8947533576407694,21.544346900318835,14.45593,2.9339
Optimal,1//3,1,0.8947533576407694,46.415888336127786,14.45138,2.91248
Optimal,1//3,1,0.8947533576407694,100.00000000000004,14.41389,2.9251
Optimal,2//1,1,0.8947533576407694,0.10000000000000002,3.45321,4.7851
Optimal,2//1,1,0.8947533576407694,0.21544346900318845,4.19665,5.63703
Optimal,2//1,1,0.8947533576407694,0.464158883361278,5.67134,7.13174
Optimal,2//1,1,0.8947533576407694,1.0,7.50716,8.52683
Optimal,2//1,1,0.8947533576407694,2.154434690031884,8.33558,8.11686
Optimal,2//1,1,0.8947533576407694,4.641588833612779,8.31956,7.01145
Optimal,2//1,1,0.8947533576407694,9.999999999999998,8.26629,6.48363
Optimal,2//1,1,0.8947533576407694,21.544346900318835,8.25205,6.32931
Optimal,2//1,1,0.8947533576407694,46.415888336127786,8.23263,6.28004
Optimal,2//1,1,0.8947533576407694,100.00000000000004,8.21952,6.27259
Optimal,3//1,1,0.8947533576407694,0.10000000000000002,10.8792,7.33256
Optimal,3//1,1,0.8947533576407694,0.21544346900318845,15.20298,9.61716
Optimal,3//1,1,0.8947533576407694,0.464158883361278,17.77088,10.76671
Optimal,3//1,1,0.8947533576407694,1.0,18.36518,10.54565
Optimal,3//1,1,0.8947533576407694,2.154434690031884,18.52107,9.52507
Optimal,3//1,1,0.8947533576407694,4.641588833612779,18.38141,8.23086
Optimal,3//1,1,0.8947533576407694,9.999999999999998,18.21472,7.48522
Optimal,3//1,1,0.8947533576407694,21.544346900318835,18.13275,7.267
Optimal,3//1,1,0.8947533576407694,46.415888336127786,18.08781,7.18538
Optimal,3//1,1,0.8947533576407694,100.00000000000004,18.07027,7.14683
Optimal,1//2,1,0.97513932351302,0.10000000000000002,4.81724,4.31592
Optimal,1//2,1,0.97513932351302,0.21544346900318845,5.25877,4.57117
Optimal,1//2,1,0.97513932351302,0.464158883361278,5.86778,4.79816
Optimal,1//2,1,0.97513932351302,1.0,6.32521,4.46626
Optimal,1//2,1,0.97513932351302,2.154434690031884,6.40091,3.50779
Optimal,1//2,1,0.97513932351302,4.641588833612779,6.34927,2.86972
Optimal,1//2,1,0.97513932351302,9.999999999999998,6.40797,2.80704
Optimal,1//2,1,0.97513932351302,21.544346900318835,6.44106,2.81429
Optimal,1//2,1,0.97513932351302,46.415888336127786,6.45582,2.79487
Optimal,1//2,1,0.97513932351302,100.00000000000004,6.43536,2.80359
Optimal,1//3,1,0.97513932351302,0.10000000000000002,11.98023,5.16594
Optimal,1//3,1,0.97513932351302,0.21544346900318845,13.42861,5.81534
Optimal,1//3,1,0.97513932351302,0.464158883361278,14.40568,6.05187
Optimal,1//3,1,0.97513932351302,1.0,14.74945,5.44538
Optimal,1//3,1,0.97513932351302,2.154434690031884,14.74259,4.15491
Optimal,1//3,1,0.97513932351302,4.641588833612779,14.557,3.18913
Optimal,1//3,1,0.97513932351302,9.999999999999998,14.44215,2.9555
Optimal,1//3,1,0.97513932351302,21.544346900318835,14.42945,2.92882
Optimal,1//3,1,0.97513932351302,46.415888336127786,14.43252,2.92255
Optimal,1//3,1,0.97513932351302,100.00000000000004,14.38929,2.92725
Optimal,2//1,1,0.97513932351302,0.10000000000000002,3.34539,4.62617
Optimal,2//1,1,0.97513932351302,0.21544346900318845,4.00696,5.36122
Optimal,2//1,1,0.97513932351302,0.464158883361278,5.30856,6.63857
Optimal,2//1,1,0.97513932351302,1.0,7.08532,7.90685
Optimal,2//1,1,0.97513932351302,2.154434690031884,8.07595,7.64996
Optimal,2//1,1,0.97513932351302,4.641588833612779,8.07331,6.62421
Optimal,2//1,1,0.97513932351302,9.999999999999998,8.01553,6.15885
Optimal,2//1,1,0.97513932351302,21.544346900318835,8.02209,6.10364
Optimal,2//1,1,0.97513932351302,46.415888336127786,8.08516,6.13436
Optimal,2//1,1,0.97513932351302,100.00000000000004,8.1215,6.18065
Optimal,3//1,1,0.97513932351302,0.10000000000000002,10.68769,7.20957
Optimal,3//1,1,0.97513932351302,0.21544346900318845,14.91242,9.44213
Optimal,3//1,1,0.97513932351302,0.464158883361278,17.61294,10.58449
Optimal,3//1,1,0.97513932351302,1.0,18.22129,10.26132
Optimal,3//1,1,0.97513932351302,2.154434690031884,18.34768,9.15703
Optimal,3//1,1,0.97513932351302,4.641588833612779,18.17857,7.92088
Optimal,3//1,1,0.97513932351302,9.999999999999998,18.13599,7.32805
Optimal,3//1,1,0.97513932351302,21.544346900318835,18.07181,7.20668
Optimal,3//1,1,0.97513932351302,46.415888336127786,18.06577,7.14034
Optimal,3//1,1,0.97513932351302,100.00000000000004,18.07834,7.13586
Optimal,1//2,1,1.0627472835292815,0.10000000000000002,4.79941,4.24735
Optimal,1//2,1,1.0627472835292815,0.21544346900318845,5.19497,4.44117
Optimal,1//2,1,1.0627472835292815,0.464158883361278,5.7451,4.58593
Optimal,1//2,1,1.0627472835292815,1.0,6.21218,4.18862
Optimal,1//2,1,1.0627472835292815,2.154434690031884,6.25572,3.21134
Optimal,1//2,1,1.0627472835292815,4.641588833612779,6.18174,2.67218
Optimal,1//2,1,1.0627472835292815,9.999999999999998,6.24558,2.64025
Optimal,1//2,1,1.0627472835292815,21.544346900318835,6.34273,2.70415
Optimal,1//2,1,1.0627472835292815,46.415888336127786,6.40724,2.75517
Optimal,1//2,1,1.0627472835292815,100.00000000000004,6.43034,2.79192
Optimal,1//3,1,1.0627472835292815,0.10000000000000002,11.94829,5.13911
Optimal,1//3,1,1.0627472835292815,0.21544346900318845,13.42163,5.72678
Optimal,1//3,1,1.0627472835292815,0.464158883361278,14.31416,5.86646
Optimal,1//3,1,1.0627472835292815,1.0,14.65708,5.22861
Optimal,1//3,1,1.0627472835292815,2.154434690031884,14.64175,3.92958
Optimal,1//3,1,1.0627472835292815,4.641588833612779,14.49836,3.0986
Optimal,1//3,1,1.0627472835292815,9.999999999999998,14.44739,2.93901
Optimal,1//3,1,1.0627472835292815,21.544346900318835,14.44789,2.91719
Optimal,1//3,1,1.0627472835292815,46.415888336127786,14.44851,2.91507
Optimal,1//3,1,1.0627472835292815,100.00000000000004,14.45997,2.91752
Optimal,2//1,1,1.0627472835292815,0.10000000000000002,3.24423,4.5058
Optimal,2//1,1,1.0627472835292815,0.21544346900318845,3.79754,5.08033
Optimal,2//1,1,1.0627472835292815,0.464158883361278,4.88896,6.0566
Optimal,2//1,1,1.0627472835292815,1.0,6.57202,7.2107
Optimal,2//1,1,1.0627472835292815,2.154434690031884,7.73971,7.13031
Optimal,2//1,1,1.0627472835292815,4.641588833612779,7.8001,6.23095
Optimal,2//1,1,1.0627472835292815,9.999999999999998,7.67072,5.76378
Optimal,2//1,1,1.0627472835292815,21.544346900318835,7.55471,5.61857
Optimal,2//1,1,1.0627472835292815,46.415888336127786,7.44992,5.48579
Optimal,2//1,1,1.0627472835292815,100.00000000000004,7.3941,5.44011
Optimal,3//1,1,1.0627472835292815,0.10000000000000002,10.44414,7.0514
Optimal,3//1,1,1.0627472835292815,0.21544346900318845,14.69119,9.27796
Optimal,3//1,1,1.0627472835292815,0.464158883361278,17.53179,10.39804
Optimal,3//1,1,1.0627472835292815,1.0,18.11947,9.99496
Optimal,3//1,1,1.0627472835292815,2.154434690031884,18.17995,8.78593
Optimal,3//1,1,1.0627472835292815,4.641588833612779,18.03772,7.64036
Optimal,3//1,1,1.0627472835292815,9.999999999999998,17.97122,7.13947
Optimal,3//1,1,1.0627472835292815,21.544346900318835,17.89824,6.9982
Optimal,3//1,1,1.0627472835292815,46.415888336127786,17.87578,6.93886
Optimal,3//1,1,1.0627472835292815,100.00000000000004,17.82184,6.91818
Optimal,1//2,1,1.1582260723318945,0.10000000000000002,4.76336,4.19898
Optimal,1//2,1,1.1582260723318945,0.21544346900318845,5.14595,4.3536
Optimal,1//2,1,1.1582260723318945,0.464158883361278,5.64685,4.40091
Optimal,1//2,1,1.1582260723318945,1.0,6.10111,3.91947
Optimal,1//2,1,1.1582260723318945,2.154434690031884,6.11176,2.94959
Optimal,1//2,1,1.1582260723318945,4.641588833612779,5.98534,2.45261
Optimal,1//2,1,1.1582260723318945,9.999999999999998,5.89362,2.31678
Optimal,1//2,1,1.1582260723318945,21.544346900318835,5.77718,2.22707
Optimal,1//2,1,1.1582260723318945,46.415888336127786,5.7486,2.18472
Optimal,1//2,1,1.1582260723318945,100.00000000000004,5.84356,2.24144
Optimal,1//3,1,1.1582260723318945,0.10000000000000002,11.89509,5.08208
Optimal,1//3,1,1.1582260723318945,0.21544346900318845,13.36372,5.62375
Optimal,1//3,1,1.1582260723318945,0.464158883361278,14.28152,5.68746
Optimal,1//3,1,1.1582260723318945,1.0,14.58967,4.96194
Optimal,1//3,1,1.1582260723318945,2.154434690031884,14.58159,3.71909
Optimal,1//3,1,1.1582260723318945,4.641588833612779,14.45447,3.0323
Optimal,1//3,1,1.1582260723318945,9.999999999999998,14.43838,2.92848
Optimal,1//3,1,1.1582260723318945,21.544346900318835,14.4282,2.92583
Optimal,1//3,1,1.1582260723318945,46.415888336127786,14.42214,2.92315
Optimal,1//3,1,1.1582260723318945,100.00000000000004,14.40363,2.92812
Optimal,2//1,1,1.1582260723318945,0.10000000000000002,3.16064,4.36403
Optimal,2//1,1,1.1582260723318945,0.21544346900318845,3.58564,4.77382
Optimal,2//1,1,1.1582260723318945,0.464158883361278,4.43851,5.48551
Optimal,2//1,1,1.1582260723318945,1.0,5.91478,6.3527
Optimal,2//1,1,1.1582260723318945,2.154434690031884,7.20182,6.43952
Optimal,2//1,1,1.1582260723318945,4.641588833612779,7.45622,5.80027
Optimal,2//1,1,1.1582260723318945,9.999999999999998,7.31622,5.4509
Optimal,2//1,1,1.1582260723318945,21.544346900318835,7.2406,5.28876
Optimal,2//1,1,1.1582260723318945,46.415888336127786,7.19888,5.27175
Optimal,2//1,1,1.1582260723318945,100.00000000000004,7.19394,5.25198
Optimal,3//1,1,1.1582260723318945,0.10000000000000002,10.23111,6.89323
Optimal,3//1,1,1.1582260723318945,0.21544346900318845,14.36874,9.02677
Optimal,3//1,1,1.1582260723318945,0.464158883361278,17.31701,10.16639
Optimal,3//1,1,1.1582260723318945,1.0,17.97544,9.67135
Optimal,3//1,1,1.1582260723318945,2.154434690031884,18.00974,8.42821
Optimal,3//1,1,1.1582260723318945,4.641588833612779,17.84476,7.35804
Optimal,3//1,1,1.1582260723318945,9.999999999999998,17.77408,6.96743
Optimal,3//1,1,1.1582260723318945,21.544346900318835,17.80481,6.87932
Optimal,3//1,1,1.1582260723318945,46.415888336127786,17.84101,6.90068
Optimal,3//1,1,1.1582260723318945,100.00000000000004,17.86342,6.92844
Optimal,1//2,1,1.262282816827737,0.10000000000000002,4.73618,4.16904
Optimal,1//2,1,1.262282816827737,0.21544346900318845,5.06291,4.22576
Optimal,1//2,1,1.262282816827737,0.464158883361278,5.57544,4.20531
Optimal,1//2,1,1.262282816827737,1.0,5.98229,3.66001
Optimal,1//2,1,1.262282816827737,2.154434690031884,5.95514,2.72475
Optimal,1//2,1,1.262282816827737,4.641588833612779,5.75083,2.24175
Optimal,1//2,1,1.262282816827737,9.999999999999998,5.50459,1.97959
Optimal,1//2,1,1.262282816827737,21.544346900318835,5.2887,1.79024
Optimal,1//2,1,1.262282816827737,46.415888336127786,5.25544,1.75278
Optimal,1//2,1,1.262282816827737,100.00000000000004,5.25252,1.74736
Optimal,1//3,1,1.262282816827737,0.10000000000000002,11.77094,5.00581
Optimal,1//3,1,1.262282816827737,0.21544346900318845,13.27052,5.50269
Optimal,1//3,1,1.262282816827737,0.464158883361278,14.19801,5.49968
Optimal,1//3,1,1.262282816827737,1.0,14.50963,4.68721
Optimal,1//3,1,1.262282816827737,2.154434690031884,14.46676,3.51261
Optimal,1//3,1,1.262282816827737,4.641588833612779,14.42602,2.98773
Optimal,1//3,1,1.262282816827737,9.999999999999998,14.42218,2.92482
Optimal,1//3,1,1.262282816827737,21.544346900318835,14.44749,2.9244
Optimal,1//3,1,1.262282816827737,46.415888336127786,14.45862,2.91479
Optimal,1//3,1,1.262282816827737,100.00000000000004,14.45313,2.92289
Optimal,2//1,1,1.262282816827737,0.10000000000000002,3.03996,4.20868
Optimal,2//1,1,1.262282816827737,0.21544346900318845,3.35598,4.47683
Optimal,2//1,1,1.262282816827737,0.464158883361278,3.95981,4.87218
Optimal,2//1,1,1.262282816827737,1.0,5.00356,5.30745
Optimal,2//1,1,1.262282816827737,2.154434690031884,6.17685,5.40941
Optimal,2//1,1,1.262282816827737,4.641588833612779,6.79676,5.21755
Optimal,2//1,1,1.262282816827737,9.999999999999998,6.84771,5.05656
Optimal,2//1,1,1.262282816827737,21.544346900318835,6.84351,4.98751
Optimal,2//1,1,1.262282816827737,46.415888336127786,6.90942,5.03125
Optimal,2//1,1,1.262282816827737,100.00000000000004,6.9339,5.0747
Optimal,3//1,1,1.262282816827737,0.10000000000000002,9.91047,6.71255
Optimal,3//1,1,1.262282816827737,0.21544346900318845,14.0805,8.80317
Optimal,3//1,1,1.262282816827737,0.464158883361278,17.11863,9.94541
Optimal,3//1,1,1.262282816827737,1.0,17.76306,9.36178
Optimal,3//1,1,1.262282816827737,2.154434690031884,17.79298,8.07588
Optimal,3//1,1,1.262282816827737,4.641588833612779,17.64705,7.13279
Optimal,3//1,1,1.262282816827737,9.999999999999998,17.54994,6.79508
Optimal,3//1,1,1.262282816827737,21.544346900318835,17.52554,6.70894
Optimal,3//1,1,1.262282816827737,46.415888336127786,17.5925,6.70259
Optimal,3//1,1,1.262282816827737,100.00000000000004,17.59534,6.70747
Optimal,1//2,1,1.3756881732515378,0.10000000000000002,4.71963,4.0936
Optimal,1//2,1,1.3756881732515378,0.21544346900318845,5.03172,4.16733
Optimal,1//2,1,1.3756881732515378,0.464158883361278,5.4884,4.01708
Optimal,1//2,1,1.3756881732515378,1.0,5.88993,3.4209
Optimal,1//2,1,1.3756881732515378,2.154434690031884,5.82433,2.5115
Optimal,1//2,1,1.3756881732515378,4.641588833612779,5.55304,2.04885
Optimal,1//2,1,1.3756881732515378,9.999999999999998,5.31222,1.80404
Optimal,1//2,1,1.3756881732515378,21.544346900318835,5.25772,1.75272
Optimal,1//2,1,1.3756881732515378,46.415888336127786,5.25492,1.74802
Optimal,1//2,1,1.3756881732515378,100.00000000000004,5.25464,1.75276
Optimal,1//3,1,1.3756881732515378,0.10000000000000002,11.7425,4.94418
Optimal,1//3,1,1.3756881732515378,0.21544346900318845,13.13229,5.37423
Optimal,1//3,1,1.3756881732515378,0.464158883361278,14.08321,5.29201
Optimal,1//3,1,1.3756881732515378,1.0,14.41434,4.43057
Optimal,1//3,1,1.3756881732515378,2.154434690031884,14.41428,3.34176
Optimal,1//3,1,1.3756881732515378,4.641588833612779,14.42952,2.95379
Optimal,1//3,1,1.3756881732515378,9.999999999999998,14.44959,2.92237
Optimal,1//3,1,1.3756881732515378,21.544346900318835,14.45715,2.92389
Optimal,1//3,1,1.3756881732515378,46.415888336127786,14.44647,2.91737
Optimal,1//3,1,1.3756881732515378,100.00000000000004,14.45985,2.9123
Optimal,2//1,1,1.3756881732515378,0.10000000000000002,2.97203,4.08838
Optimal,2//1,1,1.3756881732515378,0.21544346900318845,3.13479,4.15093
Optimal,2//1,1,1.3756881732515378,0.464158883361278,3.49286,4.2431
Optimal,2//1,1,1.3756881732515378,1.0,3.98952,4.18936
Optimal,2//1,1,1.3756881732515378,2.154434690031884,4.49022,3.86712
Optimal,2//1,1,1.3756881732515378,4.641588833612779,4.734,3.59255
Optimal,2//1,1,1.3756881732515378,9.999999999999998,4.85436,3.55942
Optimal,2//1,1,1.3756881732515378,21.544346900318835,5.05995,3.6809
Optimal,2//1,1,1.3756881732515378,46.415888336127786,5.43248,3.94283
Optimal,2//1,1,1.3756881732515378,100.00000000000004,5.94172,4.29996
Optimal,3//1,1,1.3756881732515378,0.10000000000000002,9.65503,6.51961
Optimal,3//1,1,1.3756881732515378,0.21544346900318845,13.64236,8.51085
Optimal,3//1,1,1.3756881732515378,0.464158883361278,16.92948,9.67584
Optimal,3//1,1,1.3756881732515378,1.0,17.63205,9.03614
Optimal,3//1,1,1.3756881732515378,2.154434690031884,17.58129,7.76062
Optimal,3//1,1,1.3756881732515378,4.641588833612779,17.47807,6.92885
Optimal,3//1,1,1.3756881732515378,9.999999999999998,17.42363,6.67792
Optimal,3//1,1,1.3756881732515378,21.544346900318835,17.46135,6.61802
Optimal,3//1,1,1.3756881732515378,46.415888336127786,17.49363,6.62337
Optimal,3//1,1,1.3756881732515378,100.00000000000004,17.53092,6.65056
Optimal,1//2,1,1.4992820347347107,0.10000000000000002,4.68191,4.04838
Optimal,1//2,1,1.4992820347347107,0.21544346900318845,4.96062,4.05752
Optimal,1//2,1,1.4992820347347107,0.464158883361278,5.36913,3.81569
Optimal,1//2,1,1.4992820347347107,1.0,5.73809,3.16597
Optimal,1//2,1,1.4992820347347107,2.154434690031884,5.69595,2.31786
Optimal,1//2,1,1.4992820347347107,4.641588833612779,5.3974,1.90107
Optimal,1//2,1,1.4992820347347107,9.999999999999998,5.27678,1.75904
Optimal,1//2,1,1.4992820347347107,21.544346900318835,5.25104,1.75125
Optimal,1//2,1,1.4992820347347107,46.415888336127786,5.24796,1.75202
Optimal,1//2,1,1.4992820347347107,100.00000000000004,5.25288,1.75297
Optimal,1//3,1,1.4992820347347107,0.10000000000000002,11.6504,4.85016
Optimal,1//3,1,1.4992820347347107,0.21544346900318845,13.04594,5.25527
Optimal,1//3,1,1.4992820347347107,0.464158883361278,14.00907,5.09058
Optimal,1//3,1,1.4992820347347107,1.0,14.29262,4.1409
Optimal,1//3,1,1.4992820347347107,2.154434690031884,14.31309,3.19758
Optimal,1//3,1,1.4992820347347107,4.641588833612779,14.39428,2.92711
Optimal,1//3,1,1.4992820347347107,9.999999999999998,14.456,2.91247
Optimal,1//3,1,1.4992820347347107,21.544346900318835,14.45547,2.91581
Optimal,1//3,1,1.4992820347347107,46.415888336127786,14.45298,2.91941
Optimal,1//3,1,1.4992820347347107,100.00000000000004,14.45511,2.91235
Optimal,2//1,1,1.4992820347347107,0.10000000000000002,2.88122,3.9623
Optimal,2//1,1,1.4992820347347107,0.21544346900318845,2.91722,3.87325
Optimal,2//1,1,1.4992820347347107,0.464158883361278,3.01379,3.6819
Optimal,2//1,1,1.4992820347347107,1.0,3.09755,3.21226
Optimal,2//1,1,1.4992820347347107,2.154434690031884,2.78049,2.36634
Optimal,2//1,1,1.4992820347347107,4.641588833612779,1.75128,1.31226
Optimal,2//1,1,1.4992820347347107,9.999999999999998,0.34586,0.25096
Optimal,2//1,1,1.4992820347347107,21.544346900318835,0.00499,0.00394
Optimal,2//1,1,1.4992820347347107,46.415888336127786,0.0,0.0
Optimal,2//1,1,1.4992820347347107,100.00000000000004,0.0,0.0
Optimal,3//1,1,1.4992820347347107,0.10000000000000002,9.25383,6.26796
Optimal,3//1,1,1.4992820347347107,0.21544346900318845,13.19808,8.19848
Optimal,3//1,1,1.4992820347347107,0.464158883361278,16.61448,9.38717
Optimal,3//1,1,1.4992820347347107,1.0,17.40432,8.71589
Optimal,3//1,1,1.4992820347347107,2.154434690031884,17.33298,7.43755
Optimal,3//1,1,1.4992820347347107,4.641588833612779,17.25552,6.69121
Optimal,3//1,1,1.4992820347347107,9.999999999999998,17.14298,6.42607
Optimal,3//1,1,1.4992820347347107,21.544346900318835,17.11767,6.36558
Optimal,3//1,1,1.4992820347347107,46.415888336127786,17.06733,6.31437
Optimal,3//1,1,1.4992820347347107,100.00000000000004,16.99011,6.30127
Optimal,1//2,1,1.6339797516506296,0.10000000000000002,4.62506,3.97793
Optimal,1//2,1,1.6339797516506296,0.21544346900318845,4.87652,3.91441
Optimal,1//2,1,1.6339797516506296,0.464158883361278,5.25318,3.6219
Optimal,1//2,1,1.6339797516506296,1.0,5.6104,2.93242
Optimal,1//2,1,1.6339797516506296,2.154434690031884,5.5724,2.17321
Optimal,1//2,1,1.6339797516506296,4.641588833612779,5.32035,1.83275
Optimal,1//2,1,1.6339797516506296,9.999999999999998,5.25086,1.75505
Optimal,1//2,1,1.6339797516506296,21.544346900318835,5.2492,1.74714
Optimal,1//2,1,1.6339797516506296,46.415888336127786,5.25432,1.75029
Optimal,1//2,1,1.6339797516506296,100.00000000000004,5.25536,1.74771
