cost,β,ε
0.73611507,2.1876520285987886,4.676086628681042e-16
1.22315077,2.6045214211244563,0.12415656852795594
0.0,49.99999999999999,4.5405273665073405e-20
0.62149019,1.4042230925220338,4.167905361421165e-16
0.0,49.98567714693971,5.839868948810838e-19
0.0,49.99442275849009,5.833196247340361e-22
0.62149019,4.050539593032033,0.02528747882484003
0.0,49.99999979153472,0.048047095975310504
0.00140289,49.99999999996971,3.5507241284701166e-19
0.16045116,6.117335055969784,5.329008445463005e-22
1.22315077,15.671636726293322,0.40290532922331546
1.44874323,0.20012071960970024,1.3355191348740835e-14
0.05811313,47.84875151680371,1.1540120524950807e-18
0.02104775,44.56955472304761,3.081077933542837e-16
0.00196809,48.02096040299265,1.1593498237800388e-19
0.01500316,49.999999999997854,7.614315078631932e-17
0.01777028,43.93483760468179,9.038087067389928e-16
1.22315077,18.012320613790937,0.2141261122772105
0.01500316,47.59872765447871,0.02227864008513587
0.44300785,25.8569788644768,0.13004485483322623
1.44874323,8.493282022068366,0.23758272409007436
1.44874323,2.5859107615243686,0.7060133642545143
0.87188084,4.094931748749734,0.026626087122349488
1.44874323,49.99999999999877,0.6288020967302314
1.22315077,1.6065670372439373,0.0314756042737431
1.71594297,0.9794613187185631,4.942461895019957e-16
0.02104775,44.69266735648407,0.1254688497673323
0.11437207,49.99999999999965,0.3161877395727838
1.44874323,9.418827152641612,0.45746923071683704
1.22315077,2.2995241432741533,0.043422836274584965
0.0,2.2593499327539304,2.359115851323188e-22
0.00643614,49.81089167825537,3.4279893017872547e-19
1.44874323,1.008535564639903,4.3052935443902946e-21
0.22509493,4.83164786160481,3.531223990994893e-19
0.87188084,2.445524839422914,5.357479630874632e-16
0.0,49.996333580162,2.728911558374204e-19
0.11437207,17.80583677780088,1.4075632628556147e-18
