wid,model,nll,θ_depth,β_depth,β_lead,θ_sat,β_click,β_sat,θ_lead,ε
w09ef317,DepthFirst,116.78366294332453,7.076034394534517e-13,1.340336264380581e-14,0.3199757534524873,1.2357874541516003e-14,2.5677521395055105e-16,1.1276238524069132e-16,3.8747537978909925,0.001000000000004024
w0c47aeb,DepthFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
w1709267,DepthFirst,286.19032755676506,3.05809077120656e-17,0.7021939193951465,0.3468980591567618,1.5646916685135879,0.03683104747180348,0.15900650508338526,29.999999999999996,0.0010000000000000007
w1bbb0ad,DepthFirst,206.61532858322255,6.371404517114683e-16,2.6277696319045174,0.5664343802648213,9.470219879508454e-13,0.03596678338680763,0.2947758805237143,26.208561571532705,0.035027198582318876
w20c5bf9,DepthFirst,151.53057663912574,1.992300433757405,2.9999999999999996,0.23803128872840879,0.002600953111212931,2.467849276429866e-21,0.16940036658357155,8.971685155134879e-19,0.0010000000000000002
w230c19e,DepthFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
w24fe8f8,DepthFirst,251.4493288395878,2.7062987383822924e-57,1.9753846225652967,0.28034888076089926,29.999999999999996,1.0931248518228528e-27,0.30254753215744534,12.207533704850837,0.0010000000000000002
w27225aa,DepthFirst,226.39843479294672,3.1825808805790206,2.555254413856169,0.2443828096901242,1.1658233295831681e-15,0.008766036869279252,0.1900376088887688,1.6876063803862512e-12,0.0010000000000000744
w29cdd9f,DepthFirst,14.109657924592803,2.2262015851790584e-14,1.5528827993994576,0.6901723583891115,3.5307609141813313e-13,0.6799023539492065,2.7361988744710246e-18,3.8840468418407236e-14,0.0010000000000001906
w2b6ff87,DepthFirst,205.17953327283652,1.4879551449949872e-13,1.0552164985736516,0.24391430772239686,3.3679124413951996e-11,0.080597257611555,0.04167972916287989,22.834737875524393,0.0010000000000004693
w2d73732,DepthFirst,237.3611540442758,2.0185951354079118e-13,1.7367584828909877,0.39894003277341816,2.4105627637043194e-17,0.018053381708344522,0.20772297639760345,24.31450761298654,0.0010000000000007269
w2f752f8,DepthFirst,188.85129011358043,2.707135435636457e-14,1.974096598961472e-15,0.7686000667425891,4.33032069424809e-11,0.07153839660151032,0.1429705456908908,10.318005060101397,0.03864417371875103
w353ba70,DepthFirst,174.9941078568056,8.737368171361991e-13,2.3291759411784395e-18,0.5644643070255091,7.091553539351273e-12,0.0395704042807874,0.030922493900463918,6.190852232909814,0.0010000000000000224
w3577f1b,DepthFirst,267.7042854512295,3.999999999999687,2.9999999999998597,0.276338351720987,3.226698050216814e-11,1.2515519118992718e-17,0.19391453243047657,0.23670454737197372,0.0010000000000000419
w41284a9,DepthFirst,290.4104695326629,1.3417557381905245,1.4763180426276714,0.22512682013501253,1.5160803183683377e-14,5.352571060169013e-23,0.16002024507734428,29.99999999999436,0.0010000000000000035
w4cc191d,DepthFirst,207.7449508830017,4.987575093850371e-18,2.9999999999999996,1.7499562811614087,9.110283541735576e-12,0.04406213061482976,0.3062320279676892,15.011030843868225,0.0010000000000009173
w511d3a1,DepthFirst,267.8777557061614,2.3071741913838995e-16,0.278942649399815,0.2593998477579763,29.999999999997645,0.07579349323883683,0.32456104620544124,0.992840591029864,0.028378500929722394
w52faa3e,DepthFirst,276.5546890205051,4.0546459512717776e-15,2.999999999999961,1.8399047936826656,29.999999999986073,2.6042465613992013e-20,1.9243482516759731,2.5311958227533817,0.15385631044878306
w5310e61,DepthFirst,223.27265453853386,5.864855433242584e-12,0.6939546902309544,0.4790837050051023,6.350144863003947e-12,0.06059551102363509,0.19377479774438777,22.45421629976232,0.001000000000000404
w5387968,DepthFirst,285.60932132798354,0.15110942302173638,1.1939033142232802,0.21619393560413386,4.258337348102168e-18,2.569435904041333e-17,0.058891731981881947,29.999999999999996,0.0010000000000002904
w560b89c,DepthFirst,239.95363897850402,0.07886939531068762,2.9999999999999996,0.06753983573006325,29.999999999999037,0.09736812430827908,0.5771709410752502,1.7061029623151034e-11,0.23182129313609276
w56b4fe0,DepthFirst,129.41092234456542,4.428835649263703e-12,2.9999999999999996,0.43416979456460897,1.4188248725725636e-12,0.09435553615907488,0.022811248644555197,12.618744644782181,0.0010000000000017595
w5bb42cf,DepthFirst,107.40243657404008,6.278111415898635e-16,2.9999999999999996,0.7243123020108575,1.3735827490189232e-16,0.08613592750155712,1.0109692682291814e-18,6.452711983739246,0.0010000000000000002
w5cb6d34,DepthFirst,264.32157250538813,3.820031260667078,2.9999999999999996,0.25434518004592643,4.586171790603853e-13,0.011152761824863933,0.11965286131342324,8.879050867811867e-13,0.0010000000000000002
w5f2e05f,DepthFirst,212.9149203669881,3.974214206902482e-14,2.2107571825304175,1.379730260380398,2.3304216423819713e-12,0.032619978189133515,0.6310088937656249,17.644760060156408,0.029265842909511324
w60c1428,DepthFirst,23.47559989455459,1.0906577257757727e-16,0.758757956613178,1.6806317359305028e-15,4.744452323237315e-17,1.8497737699662552e-16,1.0708750207587172,3.6230676922687677e-19,0.0010000000000002325
w64fee36,DepthFirst,283.87827741694684,3.9999999999996723,2.7826295177138194,0.2200363796593242,7.018077179110697,2.2319287489327084e-19,0.25845586709966284,6.835829646228277e-17,0.0010000000000000005
w66c749f,DepthFirst,175.09243311087752,2.8981187389317587e-16,1.3277004087838173,0.48538348935139536,2.1150582135718482e-18,0.07417760501288592,0.1949148195366002,16.664164344384048,0.001000000000000001
w674d7da,DepthFirst,389.5610192717501,3.9999999940200905,1.4246354778438597,0.08566404966057983,23.662845874384313,3.634988581311185e-17,0.16314128384700888,8.623068003022915e-25,0.0010000000000000002
w6826680,DepthFirst,166.38723920913395,4.692354108195134e-16,4.953955854681769e-16,0.6136037316442408,4.604266045298971e-12,0.09134189894115284,0.2174135790192841,10.841485466939382,0.026222749191143035
w6956925,DepthFirst,172.19969329941415,1.489419532420965e-13,0.8156857083913608,0.4656674054030485,1.0336650441737715e-12,0.0576500501941367,0.06104274221894542,11.45346241293646,0.0010000000000004743
w6e8ffbb,DepthFirst,193.23460230162627,2.8924780470716382,2.9999999999999996,0.3043947757855718,7.935431285454271e-12,3.7952020090501413e-17,0.33266133150306687,5.846892667249037e-12,0.11718616488844105
w718f032,DepthFirst,259.89105052847464,7.063841088992576e-14,0.066057639592237,0.2876559040859168,5.3967263235040985e-11,1.5365100162205171e-18,0.09409529190954508,14.6033576581362,0.0010000000000082246
w7272d4a,DepthFirst,213.1935182030588,3.6344990890148164e-13,0.19125760179480325,0.2590658312726582,19.12223813528018,0.027903949763489536,0.2745251899244472,1.12536024405897e-11,0.0010000000000004903
w771a1b9,DepthFirst,226.55202546455973,4.723091062043619e-13,2.9999999999999813,0.9278683830129814,25.34540976800309,0.014855410250547017,1.0284911791840805,4.38266637653965e-12,0.1713085007422331
w7966091,DepthFirst,189.40960769416992,3.005582312080741e-13,2.9435221844917727,0.6150896332110397,1.195789511788095e-17,0.025425692488892013,0.37721527158088286,24.470667432260875,0.001000000000000177
w85f0641,DepthFirst,268.1371891579503,0.30459423535626506,1.1512665141145857,0.20833770442795496,2.816724396775216e-17,0.021677395671106096,0.09898454510468707,29.999999999999975,0.0010000000000008112
w87adde5,DepthFirst,139.83551641111436,1.2295602322128073e-11,2.9999999999999987,0.454363407951568,5.196394174158708e-13,0.07883274763887022,0.002117074777881519,13.662580597935355,0.0010000000000002012
w8a0cf46,DepthFirst,232.2949132941637,3.1030486718895295e-13,1.8255564804656959,0.37306809115271855,6.423954047626112e-13,1.0704021259267065e-18,0.17761381934684156,20.106061700438993,0.0010000000000000002
w8c9c8db,DepthFirst,205.67964807320826,1.011572582309173e-21,2.9999999999999996,2.8147242437344935,1.1094988154552397e-19,4.138158082608315e-25,0.8189185073574058,9.817910011622912,0.05812915753947202
w8d47bcc,DepthFirst,170.11084930155084,1.1199474631069325e-12,2.999999999999997,1.2521220714652417,4.675609566438153e-13,1.5387895920824253e-17,0.09933230222369699,5.70428103046002,0.0010000000000000002
w8e9d208,DepthFirst,300.86754734496174,3.9999999999996643,2.3366525420012842,0.17983009688085203,5.333803078777481e-11,5.29608777589257e-18,0.12046311252656511,5.8303536176009025,0.0010000000000000636
w8eb3fba,DepthFirst,215.5094537723771,3.645049236637361e-17,1.0023736950766189,0.2747590733557122,1.7637587183780993e-13,0.02800565436581074,0.17709671674585495,24.821261878629834,0.05129438307679047
w97d2cbf,DepthFirst,264.02729497266733,0.07891945180065642,1.42265147826312,0.2623258844585657,2.4702521327638622e-12,0.04170117923668732,0.014876557287180178,29.99999999997327,0.0010000000000007295
w9dae565,DepthFirst,321.3749188710488,3.99999999999924,2.9999999999999587,0.24932293858153334,5.051604743535728e-11,2.708176086227281e-17,0.08014033738452594,2.7632071616386162,0.0010000000000000573
wa2a15d0,DepthFirst,273.9038485629256,3.5649183042385673,2.9999999999999996,0.16560886935530775,3.907564024190975e-12,2.2518316871916325e-18,0.16464600869459262,1.553821255761621e-17,0.0010000000000003574
wa84db29,DepthFirst,222.45097230827193,2.0011075749872594e-15,5.413385115027277e-14,0.4330275401136936,8.397289572182385e-12,0.05024027270051612,0.009913124610844884,11.122019065187715,0.0010000000000005068
waf11118,DepthFirst,217.38066808668438,1.3003183022549336e-12,2.9999999999982854,2.677302648926986,1.1684484557103521e-11,0.03480652979125397,0.4046421778511379,13.423679473276596,0.05520581392320153
wb118747,DepthFirst,255.22146854336472,5.239007149141361e-16,2.4192354902092426,0.3681777286010795,6.235674688942234e-17,1.0044553101402651e-19,0.19635277047856434,29.646348306936964,0.0010000000000000414
wb16d184,DepthFirst,229.3024266609016,0.9485041279298058,2.326192841702862,0.32662341437806186,3.983106376356594e-12,0.07380778153266855,0.2113454809062421,29.999999999999854,0.0010000000000014552
wb277461,DepthFirst,212.54840978704019,1.3930090908533468e-14,1.2807598188793103,0.8289689221914155,2.083336339254127e-15,0.04157118036762354,0.347948956316623,16.435240322581713,0.0010000000000000005
wb6b351e,DepthFirst,296.5594392654694,3.9999999999999996,2.443116481479017,0.2642770827712809,1.7851571170059547e-12,1.703933377261122e-17,0.11890737786235331,8.349824574648801,0.0010000000000000002
wb6f421e,DepthFirst,301.84305063201674,2.5253945352726,1.158837922750041,0.14393559751101234,29.999999999999712,2.334810395416832e-16,0.19861271009865902,1.74750960385296e-12,0.0010000000000000002
wb7d56ca,DepthFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
wbb29510,DepthFirst,125.05516812495985,1.3202138301898415e-12,2.999999999995005,0.7324101672400187,4.126274999671649e-12,1.8220638122719314e-16,0.25837269989234246,7.324062317597297,0.0010000000000002258
wc85483e,DepthFirst,265.6166916979799,3.9999999999999045,1.8944629042792962,0.17764702732728643,3.161945062100801e-18,1.0011305933809857e-20,0.14296260097228553,6.356462208477835,0.0010000000000001254
wc9e7250,DepthFirst,237.0167145219182,3.044007466995704e-13,1.4943162530411125,0.3686927973990879,1.8325857705515392,0.023868684457470434,0.2916121375246232,29.999999999999996,0.0010000000000000523
wcf2758c,DepthFirst,206.47454144953008,2.3512027116880522e-17,1.0968083910014972e-14,0.40006970220724525,7.285886248271087e-13,0.027378406384884146,0.3332936025521027,21.686916596252043,0.0010000000000000126
wdd4ef06,DepthFirst,272.02842204156286,3.5121420409879147,2.9999999999999987,0.11176147053023443,1.5204929146587257e-14,3.303419529865573e-16,0.17783917202338917,1.7296823677157548e-16,0.0010000000000000002
wddb78b9,DepthFirst,269.88220089033786,3.999999999998986,2.1346649282293884,0.11454960370282168,1.5435821871327262,0.016561355053987186,0.22832653200512273,3.0953796071474183e-12,0.0010000000000000002
wdf3a36e,DepthFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
we95fcde,DepthFirst,278.2354451136573,3.8751510390344404,2.9999999999999893,0.2926501959097945,4.25614462364889e-19,3.1173095689323084e-19,0.12975893314634593,2.317107525782792e-15,0.001000000000000004
wf25d2c2,DepthFirst,306.9613303507627,2.6236861694431566,0.7557178368265949,0.1711736137859445,2.3914933164893094e-15,0.007839036939681056,0.08205861110611627,29.999999999999837,0.03145693941340669
