wid,model,nll,θ_depth,β_depth,β_lead,θ_sat,β_click,β_sat,θ_lead,ε
w09ef317,BestFirst,99.99029500071985,1.0924878141127807e-13,2.621903315788755e-21,0.31981033162911804,2.907918016317341e-15,0.24522265628344406,6.090735600568057e-17,3.8773726387737444,0.0010000000000001737
w0c47aeb,BestFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
w1709267,BestFirst,205.15203275258781,7.09330372238701e-13,0.7021713092149564,0.3467017076756332,1.5764969711574868,0.2620884199138197,0.15892136969205853,29.999999999999996,0.0010000000000002604
w1bbb0ad,BestFirst,140.8510944875528,4.081035002824068e-17,2.1956429456832196,0.5257632821344076,1.012128902720347e-15,0.32382606925667995,0.2581926116946404,25.052398574719916,0.015617859318234397
w20c5bf9,BestFirst,117.00591741575766,1.9925382694640315,2.9999999999999996,0.23802736291105828,6.370118188922311e-12,0.381850134065781,0.16937571424291753,8.273623509787592e-13,0.0010000000000014331
w230c19e,BestFirst,0.9875541281636618,2.3464977076557626e-17,2.9999999999999996,4.928184818909941e-16,2.0787365564271657e-14,1.58106049501857e-15,4.928047930855997e-16,2.0787550627743523e-14,0.0010000000000000002
w24fe8f8,BestFirst,183.24773304550484,1.232867157337064e-21,1.9730641190932028,0.28027849219636447,29.999999999999996,0.23365923443547443,0.3023369029695219,12.207133474568424,0.0010000000000000002
w27225aa,BestFirst,147.38202134377363,3.1883990089241476,2.590842758470412,0.24515330317601125,5.3355065510814104e-21,0.539785953809569,0.19590574331560473,1.549086812209194e-20,0.02249907473166242
w29cdd9f,BestFirst,16.402575633440765,8.808891163696289e-16,1.5544497702135032,0.6898587425319332,1.1116846517218733e-14,1.2995956848861934e-24,1.3428428045614426e-22,5.992701002929102e-20,0.0010000000000000096
w2b6ff87,BestFirst,158.1496729151655,7.144002847313701e-13,1.0550039276541971,0.24384724803101973,2.4676001256456207e-12,0.3234231388843648,0.04165938572314327,22.83722727214504,0.0010000000000032678
