wid,model,fold,train_nll,test_nll,cost,β,ε
wb6f421e,Optimal,2,196.921971783605,74.03786977357156,0.22509493,9.182060207248872,0.054038461643124994
wb6f421e,Optimal,3,214.5463500789971,59.90038983493213,0.26661043,49.99999999999999,0.3548572934830166
wb6f421e,Optimal,4,216.5893419603588,54.40212865515967,0.19004405,11.080853705630407,0.04237630881328126
wb6f421e,Optimal,5,227.1223268793828,45.524175008097046,0.44300785,3.598285522830194,3.1595444263230403e-16
wb7d56ca,Optimal,1,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wb7d56ca,Optimal,2,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wb7d56ca,Optimal,3,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wb7d56ca,Optimal,4,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wb7d56ca,Optimal,5,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wbb29510,Optimal,1,105.89824169418782,23.80476494396202,2.03242383,9.909128855812359,0.5274412095450489
wbb29510,Optimal,2,100.41259679819615,29.143192023383108,2.03242383,10.13875901052757,0.5586574281172298
wbb29510,Optimal,3,101.21114140394893,28.737874389993106,2.03242383,16.951802147088355,0.6571270951462873
wbb29510,Optimal,4,109.50222116888911,20.114154350582908,2.03242383,10.960263963809016,0.5430838014540524
wbb29510,Optimal,5,100.19895498571701,33.38670327493687,2.407275,49.99999999999211,0.6452733857295677
wc85483e,Optimal,1,133.47936687302268,43.71164109458805,0.31578287,29.04454514021391,0.10270631813058217
wc85483e,Optimal,2,151.72016082319965,25.35559551466702,0.37402445,32.30403088237341,0.16097302961573093
wc85483e,Optimal,3,137.6753542863811,39.374939457663515,0.37402445,30.48311205263268,0.1581705825890833
wc85483e,Optimal,4,136.8545853798032,40.076469041226204,0.26661043,49.99999999999999,0.13452809926356496
wc85483e,Optimal,5,143.9568634586042,32.95995541143073,0.37402445,28.601952791366948,0.13396321294431454
wc9e7250,Optimal,1,139.8611203000607,38.555151857478194,1.22315077,22.415835415826525,0.22698478275060627
wc9e7250,Optimal,2,155.94863225938457,23.39453782127276,0.73611507,49.99999999999999,0.28135762397561703
wc9e7250,Optimal,3,155.46913684218674,23.041074561061066,1.22315077,23.447053797951877,0.2575450588656586
wc9e7250,Optimal,4,140.29183202226523,38.149129937122005,1.22315077,21.265919291376022,0.2274177109987361
wc9e7250,Optimal,5,119.4554052407506,60.813417117671335,0.73611507,47.33052695160408,0.182233250888113
wcf2758c,Optimal,1,120.02136122267322,37.379833511535274,1.03268665,3.725258712298471,4.126251839580619e-21
wcf2758c,Optimal,2,120.30780929724135,36.23713302272742,1.03268665,3.13719139359774,9.191214707568703e-19
wcf2758c,Optimal,3,127.23328578147348,29.294698096722435,1.03268665,3.2590462174372536,4.96828548847538e-16
wcf2758c,Optimal,4,131.6614825593979,25.333453386490966,0.87188084,3.564875527907277,2.1057627205606009e-19
wcf2758c,Optimal,5,124.28119354054827,32.53428625369982,0.87188084,3.7916959430184836,9.834780026604574e-22
wdd4ef06,Optimal,1,161.06679424995073,42.19263714220308,0.37402445,49.99999999999697,0.2060248931445115
wdd4ef06,Optimal,2,165.06106565407512,37.93774932740481,0.31578287,36.62495540641461,0.2246503927484038
wdd4ef06,Optimal,3,153.86282244162376,48.78135716788075,0.31578287,48.609411236376395,0.18840327411134025
wdd4ef06,Optimal,4,159.270290509292,43.15402733367416,0.31578287,49.99999999999931,0.21208431873293354
wdd4ef06,Optimal,5,168.99300442036446,33.45088622074288,0.31578287,48.98596211343618,0.22192515543163924
wddb78b9,Optimal,1,188.5019153410276,34.186137918152696,1.03268665,13.410524618032332,0.34383992392225343
wddb78b9,Optimal,2,170.70495813660855,52.59458477856594,0.37402445,49.99999999999962,0.32449381517634535
wddb78b9,Optimal,3,183.51602664180183,39.858339656861226,0.37402445,49.999999999999524,0.33830030367167163
wddb78b9,Optimal,4,171.00803809476517,51.87422729960862,1.03268665,12.452110546445446,0.2903683893836326
wddb78b9,Optimal,5,169.98509847532122,54.07740302844355,1.03268665,8.629615948853843,0.24935843056284515
wdf3a36e,Optimal,1,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wdf3a36e,Optimal,2,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wdf3a36e,Optimal,3,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wdf3a36e,Optimal,4,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
wdf3a36e,Optimal,5,-0.0,-0.0,100.0,25.000001551055465,8.720826669530154e-19
we95fcde,Optimal,1,140.31246721061066,53.11640825985045,0.13546635,44.8610418437081,0.07206745775118466
we95fcde,Optimal,2,155.12054417082902,38.00650021269168,0.11437207,42.37016667584364,0.04707442673757382
we95fcde,Optimal,3,155.00186389523643,57.56866285987993,0.16045116,23.229941016103286,7.747134066486662e-16
we95fcde,Optimal,4,160.57921401635687,32.715633370095134,0.13546635,30.653784165321053,0.0601900705822563
we95fcde,Optimal,5,157.6386185672006,35.33536355710999,0.16045116,26.937789468660885,0.0395577359477908
wf25d2c2,Optimal,1,234.6093708520712,47.86082753094735,0.19004405,8.046987021480536,0.08558805458064044
wf25d2c2,Optimal,2,210.5770651096758,71.87640659016701,0.22509493,49.99999999999638,0.4387424248601212
wf25d2c2,Optimal,3,235.87603229769724,46.895458649687555,0.16045116,10.417529675617448,0.044245166719821365
wf25d2c2,Optimal,4,223.96133223749823,58.522709160645825,0.19004405,8.0738261776655,0.04615560590606536
wf25d2c2,Optimal,5,221.3018771477805,61.1006588192807,0.19004405,8.265409856604446,0.08784334297458488
wf4961b6,Optimal,1,156.80829778530511,40.6050282098925,0.87188084,5.087232532987665,0.049174296787078756
wf4961b6,Optimal,2,162.88648821382228,34.751432746439,0.87188084,4.850290814648696,0.051617137068267774
wf4961b6,Optimal,3,152.9456146737336,57.21529668532354,0.87188084,4.824338543092946,2.460035999792365e-19
wf4961b6,Optimal,4,155.29083717803786,43.6190157733328,0.87188084,8.994368665508299,0.10993625510856497
wf4961b6,Optimal,5,158.2823639359534,39.63440725402757,0.62149019,7.244299222339289,0.03238337203373821
wf67f532,Optimal,1,100.0548087710577,21.668828320488196,1.44874323,8.536642941919272,0.14599574005027677
wf67f532,Optimal,2,94.88557219325105,26.801562124022162,1.44874323,8.924458709511887,0.13781369174178557
wf67f532,Optimal,3,96.0178147006672,25.609164963825517,1.44874323,9.408237957863374,0.1499220939000025
wf67f532,Optimal,4,103.00528694891922,18.68477764199371,1.44874323,9.924830473505306,0.16577492884257872
wf67f532,Optimal,5,92.08479397544018,29.89538057592251,1.44874323,12.042842392313702,0.1430398230557755
wfa3ed63,Optimal,1,119.77000088757968,25.516808283879094,1.44874323,2.7557289672322307,8.939484416862183e-19
wfa3ed63,Optimal,2,114.34837974672774,30.472562682467093,1.71594297,2.6521147874336304,3.181890289376354e-25
wfa3ed63,Optimal,3,113.33772182527235,31.68341545570386,1.71594297,2.7755043499378336,1.8358210942260128e-18
wfa3ed63,Optimal,4,112.5084054758762,32.50766230679835,1.44874323,3.1641579880705564,1.6892131184685054e-18
wfa3ed63,Optimal,5,117.33362268935682,27.448709028845574,1.71594297,2.5491363519608607,8.453995449299515e-19
