wid,model,fold,train_nll,test_nll,cost,β,ε
w2f752f8,Optimal,3,118.44469269753282,46.58663847643269,1.44874323,4.386531175747885,0.14791452225592336
w2f752f8,Optimal,4,136.56956925980953,28.48133426476621,1.44874323,4.700665921583463,0.25036026699052744
w2f752f8,Optimal,5,137.92599737786966,26.674862732119145,1.44874323,3.5386033357415756,0.14249449725050167
w353ba70,Optimal,1,109.97435687548129,33.89363416757977,1.71594297,2.4904696313062225,0.07786913193728895
w353ba70,Optimal,2,108.3964371226259,35.41435754649775,1.71594297,2.406498040412232,0.08666634493906615
w353ba70,Optimal,3,115.34428674577121,28.476043472338837,1.71594297,2.3725501375435414,0.0737325952745474
w353ba70,Optimal,4,121.74275697520076,22.187383107951312,1.71594297,2.240039131180013,0.0656496756860366
w353ba70,Optimal,5,119.50613539588754,24.393981705133598,1.71594297,2.393152560679267,0.1024402202380346
w3577f1b,Optimal,1,139.9157306525025,31.605350365861497,0.26661043,32.29005279205165,0.05890102868785434
w3577f1b,Optimal,2,135.53062130377313,36.38171622434802,0.26661043,27.461030060770277,0.04218968522733209
w3577f1b,Optimal,3,138.84145140392548,32.764060948639,0.31578287,27.350631532403764,0.07389798885840838
w3577f1b,Optimal,4,127.12889477675161,45.150587408832195,0.26661043,38.71507966175197,0.0710316670491611
w3577f1b,Optimal,5,143.3928359216177,28.21577267274759,0.26661043,28.543311772103763,0.06223992501121556
w41284a9,Optimal,1,142.47417673304406,53.45191540590596,0.31578287,49.962846918014655,0.13310023268812332
w41284a9,Optimal,2,148.76396208268395,47.01860310238571,0.31578287,49.9999999999918,0.13916505210903343
w41284a9,Optimal,3,164.28338780826016,31.45312148442114,0.31578287,49.999999999999815,0.1819009910832823
w41284a9,Optimal,4,153.041411805294,42.54399778238373,0.31578287,49.99999999999812,0.16725969135886798
w41284a9,Optimal,5,170.93073086084635,26.32753760157822,0.37402445,49.99999999999727,0.17703736660473812
w4cc191d,Optimal,1,88.85237681231673,26.82903957526412,1.03268665,10.636547496132355,2.2506473368515348e-21
w4cc191d,Optimal,2,93.0267570550258,17.9086546511027,1.03268665,12.704593949815493,0.025646740548853308
w4cc191d,Optimal,3,85.5236171992229,28.550167021544883,1.03268665,49.99999999999999,0.049094877657608275
w4cc191d,Optimal,4,92.32953329942394,18.701861628622986,1.03268665,12.250210094689267,0.025727554362901424
w4cc191d,Optimal,5,80.09896290893354,34.0004740420792,0.87188084,49.7460147783117,0.012869609659141659
w511d3a1,Optimal,1,227.760143378732,46.07271171604216,0.62149019,2.1222392104127623,2.884131321398226e-19
w511d3a1,Optimal,2,223.69904642251456,50.1119062190147,0.62149019,2.0148161556378135,9.923015478924379e-19
w511d3a1,Optimal,3,212.3939632777998,62.385680921917185,0.52471424,2.628147315224036,3.974703131270317e-16
w511d3a1,Optimal,4,218.15252403953036,56.54394520937701,0.62149019,1.6219660567085836,5.550959103662403e-19
w511d3a1,Optimal,5,209.6099519316497,72.4494731443705,1.03268665,49.99999999999999,0.4343633042620498
w52faa3e,Optimal,1,183.80976441862012,35.4350214579858,0.26661043,49.99999999999919,0.3217202664529819
w52faa3e,Optimal,2,156.0139049494405,64.23579001147306,0.26661043,49.999999999999865,0.21507838853748779
w52faa3e,Optimal,3,168.8564886210435,50.45045013087794,0.31578287,49.999999999999474,0.25793193856587504
w52faa3e,Optimal,4,189.8050704466565,29.418164391099783,0.26661043,49.999999999999645,0.3204751847962226
w52faa3e,Optimal,5,174.87427242409686,44.114558356078895,0.26661043,49.99999999999953,0.3026671545139289
w5310e61,Optimal,1,131.7021571484859,44.40413873615712,0.52471424,6.065408686218758,1.0193948141075594e-15
w5310e61,Optimal,2,140.00702106866078,35.816813294129254,0.37402445,8.844033685861891,1.4883250345738076e-19
w5310e61,Optimal,3,144.16712296959483,31.023872454934025,0.44300785,6.7781662680739405,5.690882160822681e-21
w5310e61,Optimal,4,151.47567991836286,23.870022699998003,0.44300785,6.568876873161049,1.3125483145622975e-21
w5310e61,Optimal,5,131.56735629977828,44.73670707696686,0.37402445,9.647437002557227,1.1553528395659632e-16
w5387968,Optimal,1,183.97451703605304,65.25936880162088,0.73611507,3.2916557872874033,4.04219586591049e-18
w5387968,Optimal,2,208.73036648701324,39.870742561479574,0.11437207,49.99999999999965,0.2817739568972945
w5387968,Optimal,3,191.7159424673955,54.20840500035331,0.73611507,3.5079152441461092,0.07115995251931422
w5387968,Optimal,4,200.36907452380407,46.551041318919346,1.22315077,1.5286805857033048,1.9279456269120942e-16
w5387968,Optimal,5,193.64032981278964,54.97680450234932,0.09656251,49.99999999999998,0.25062957691818283
w560b89c,Optimal,1,204.20228470335027,48.12146348302685,0.31578287,49.99999999999999,0.587677983332308
w560b89c,Optimal,2,204.32143251356325,47.78110664348367,0.31578287,49.999999999999886,0.6245840287704685
w560b89c,Optimal,3,210.27980180957763,43.715196281245156,0.16045116,5.66694103694877,0.2331701145487483
w560b89c,Optimal,4,203.40110995484105,49.01064841601705,0.31578287,49.99999999999987,0.6730637331993204
w560b89c,Optimal,5,184.34438028636532,67.88893026138739,0.31578287,49.99999999999959,0.5966105352555606
w56b4fe0,Optimal,1,88.84847180229225,35.67175133727586,2.407275,1.569472187606998,0.053736130298926786
w56b4fe0,Optimal,2,99.34852871105085,24.311973958714255,1.22315077,17.87536863939733,0.3827511729844386
w56b4fe0,Optimal,3,100.121596394913,22.067902238792115,1.44874323,49.999999999981334,0.3709919771286351
w56b4fe0,Optimal,4,92.96685831559654,29.26781429971593,1.44874323,10.911530939926722,0.2814089731037021
w56b4fe0,Optimal,5,100.50730758926512,21.36679831173036,1.44874323,14.706706236813897,0.3529170744418396
w5bb42cf,Optimal,1,86.00429276084482,18.57181149146229,2.85126206,1.0449902367481019,5.442941120164942e-18
w5bb42cf,Optimal,2,75.05496880238846,31.693170157841468,2.407275,1.9285594054603639,0.08754596255158775
w5bb42cf,Optimal,3,88.0765382893562,16.64523792822965,2.85126206,0.9137197623133767,5.826994422594924e-18
w5bb42cf,Optimal,4,84.09162823184276,20.531378453827163,2.85126206,0.9520075544285527,2.4015891137089735e-18
w5bb42cf,Optimal,5,84.08647788320839,20.555600521597047,2.85126206,0.942930780834688,3.501254343467286e-18
w5cb6d34,Optimal,1,140.77678783051357,30.889632778644177,0.31578287,20.21183999109692,0.028055919380673828
w5cb6d34,Optimal,2,123.32864215121923,49.02034505273419,0.31578287,25.83208952516571,0.029116997138480958
w5cb6d34,Optimal,3,147.30152139598485,24.57825763889455,0.31578287,19.404337231231757,0.04547178751970989
w5cb6d34,Optimal,4,130.3559346339106,41.24791784820865,0.31578287,23.566266104610307,0.03882865696313352
w5cb6d34,Optimal,5,143.02177258149004,28.585630581202818,0.31578287,21.49825849018061,0.050010709072406824
w5f2e05f,Optimal,1,123.57579313850087,41.85005767617575,1.03268665,4.595943962215504,0.04635050412797215
w5f2e05f,Optimal,2,140.56283431704148,24.2322831788475,1.03268665,4.5103923739482115,0.10150994581174065
w5f2e05f,Optimal,3,130.50034959256817,37.016726339273504,1.03268665,3.394875655605522,1.6808252824485203e-17
w5f2e05f,Optimal,4,132.3335426563923,32.442784625041284,1.03268665,4.834800763746882,0.1014492922776329
w5f2e05f,Optimal,5,130.05675336240134,37.03127117592674,1.44874323,2.229627140981258,1.804712203167112e-18
w60c1428,Optimal,1,19.599146175391887,3.7118870323499635,4.0,8.195726710854286,5.713524053939694e-16
w60c1428,Optimal,2,21.525937254008067,2.0184806200591505,4.0,7.229383784827771,8.864851945693149e-16
w60c1428,Optimal,3,17.153209357753152,6.179484351741513,4.0,8.983296894955416,2.2093359930881306e-18
w60c1428,Optimal,4,14.75928484111246,8.946268791712704,4.0,10.196991836816663,5.167135459882011e-19
w60c1428,Optimal,5,19.599146175391887,3.711887032095952,4.0,8.19572671367201,9.514491646452274e-22
w64fee36,Optimal,1,164.87883861610047,46.35488864926884,0.13546635,25.60568233973985,1.2996118949004305e-21
w64fee36,Optimal,2,173.82591329736633,36.829598890121574,0.11437207,28.787044236426276,1.0046056786678536e-18
w64fee36,Optimal,3,166.07006363634844,44.529378683627314,0.11437207,31.666330224894995,2.437110236760255e-16
w64fee36,Optimal,4,158.2875761207869,52.43919911732159,0.11437207,32.439661393935246,5.030870117063848e-19
w64fee36,Optimal,5,178.57002646800657,32.02009678503907,0.11437207,29.2169011639095,2.94604954200875e-22
w66c749f,Optimal,1,92.44715485948389,39.151026783972284,1.44874323,11.076580149233365,0.12332094207891277
w66c749f,Optimal,2,91.71525354205276,41.79126368231285,1.44874323,4.540805742687717,0.023703755247220872
w66c749f,Optimal,3,111.33273446550966,19.927653131937713,1.44874323,7.347561659635893,0.14879171459572924
w66c749f,Optimal,4,115.05425801758422,17.65849476664863,1.44874323,2.6177420904524134,2.531380121621419e-16
w66c749f,Optimal,5,109.77304931304705,21.630088769696666,1.44874323,4.960744199255557,0.07876182069319744
w674d7da,Optimal,1,301.81050288125755,78.72945028428532,0.01500316,47.45680646060873,3.1375906025194236e-22
w674d7da,Optimal,2,303.5766977411596,77.5296299329196,0.02104775,44.871543990826524,6.679343257464082e-16
w674d7da,Optimal,3,306.9911769174619,73.50768883771708,0.01777028,42.259856462271244,1.5879256995193846e-17
w674d7da,Optimal,4,303.47583581893105,77.1837557301689,0.01500316,44.38183526564167,2.4258575639721134e-16
w674d7da,Optimal,5,305.4486563972756,75.07635134982674,0.01500316,48.08376160087068,2.9909888586522764e-16
w6826680,Optimal,1,100.91020194241847,35.173076805709634,1.71594297,2.978952352968218,0.00817631808533063
w6826680,Optimal,2,116.47414108365692,18.397137937733923,1.71594297,2.68038735587055,0.05247894861401263
w6826680,Optimal,3,103.09202991579299,31.68613863796935,1.71594297,3.0487912310801515,0.060624740320176465
w6826680,Optimal,4,118.00651973279581,16.933003710274797,1.71594297,2.6542663422435746,0.0546015828176429
w6826680,Optimal,5,99.03008163996836,35.79371905283335,1.71594297,3.043448856348722,0.035658827462247716
w6956925,Optimal,1,107.989098025906,28.129023825685962,1.44874323,3.2374844789297996,0.05873238243594967
w6956925,Optimal,2,105.45138617375628,30.117476263184994,1.71594297,2.72173623543672,0.049833412781929376
w6956925,Optimal,3,114.45462664740981,20.773499440253882,1.71594297,3.263160998889936,0.12073465120357149
w6956925,Optimal,4,111.77340043406024,23.65646612067966,1.71594297,3.048967228064665,0.1359933499152325
w6956925,Optimal,5,98.70682099818589,36.88930813658185,1.71594297,3.7344132817655034,0.11045082328610767
w6e8ffbb,Optimal,1,120.60672235154169,32.96778877289265,2.03242383,1.6931045943251584,2.5180555741890874e-19
w6e8ffbb,Optimal,2,129.60627837858107,24.016087568417202,2.03242383,1.5945765948905841,1.548714930198368e-18
w6e8ffbb,Optimal,3,124.5444451796002,29.104734929143447,2.03242383,1.5806445231796062,6.540791503148773e-16
w6e8ffbb,Optimal,4,117.517594351643,36.05105950463997,2.03242383,1.683493564648285,1.4660077883390982e-18
w6e8ffbb,Optimal,5,121.71706811805605,32.011247104411254,2.03242383,1.7816419817611704,9.692159236302349e-19
w718f032,Optimal,1,163.95180324017323,37.28473091608101,0.44300785,16.304163736054136,0.19809765112344546
w718f032,Optimal,2,162.7880272101272,32.49268103958165,0.87188084,8.467375167192717,0.21922204330033823
w718f032,Optimal,3,129.04345436594133,69.57545185805645,1.03268665,5.422533038200336,0.07523476884968264
w718f032,Optimal,4,157.57069813632478,37.90417409937804,1.03268665,4.713324990548281,0.17132455535186147
w718f032,Optimal,5,162.67986313405174,32.90009637194545,1.03268665,6.413893342302488,0.24482387682457415
w7272d4a,Optimal,1,133.45969946367126,53.6202117099647,1.71594297,2.159830857920243,0.05748039433390051
w7272d4a,Optimal,2,140.2696234465353,45.52921392683972,1.71594297,1.521315033565859,4.50912196844926e-18
w7272d4a,Optimal,3,147.61117477479866,38.28908621046652,1.71594297,1.4695632716476712,0.029439609869442118
w7272d4a,Optimal,4,163.3892447092227,23.765980611666507,1.44874323,2.475148553851509,0.15348630267081512
w7272d4a,Optimal,5,155.93997777971092,29.873358170045453,1.71594297,1.4807693010768501,0.021717256809615244
w771a1b9,Optimal,1,152.216219426733,32.80121724928624,1.22315077,11.325269007860104,0.29796577731112095
w771a1b9,Optimal,2,152.5765345725266,32.40940211693274,1.22315077,12.199391377547306,0.29243837685471413
w771a1b9,Optimal,3,145.70543612870554,39.24623260342403,1.22315077,11.60083827086906,0.28426552307072217
w771a1b9,Optimal,4,133.56442241530806,56.38651044134661,1.44874323,6.818600620549848,0.21240577225872567
w771a1b9,Optimal,5,153.71373103272987,31.363337769767753,1.22315077,13.588376077197571,0.2910601628669611
w7966091,Optimal,1,103.17171020051676,16.005433332984342,1.03268665,5.23294045091406,1.3941590105667684e-18
w7966091,Optimal,2,97.9787975973168,21.02714040794459,1.03268665,6.195323994598656,0.013424351060119069
w7966091,Optimal,3,94.01295994284244,25.104818478821706,1.03268665,5.296661643864789,1.1224346025328298e-21
w7966091,Optimal,4,93.5115040657299,26.79643856273523,1.22315077,5.232839511753011,4.108624753115492e-22
w7966091,Optimal,5,82.7831065873482,39.2447753810302,1.03268665,9.771361463499987,0.01661408265004259
w85f0641,Optimal,1,181.97439639560164,40.632519764403106,0.73611507,3.646202400923036,0.04214433881183339
w85f0641,Optimal,2,163.59924891861152,58.150698535227164,0.87188084,3.2511616719350878,0.043806814581865944
w85f0641,Optimal,3,172.25621065701918,50.126584198175784,0.87188084,2.899894602979555,9.098421192685958e-22
w85f0641,Optimal,4,177.58883166029457,43.919181721270895,0.87188084,2.928828574894491,0.034622374719034586
w85f0641,Optimal,5,188.850026518086,32.84933646103437,0.87188084,2.7316076654848715,0.029959203350070285
w87adde5,Optimal,1,97.51156418365659,27.674673280270937,2.03242383,2.251187673503733,0.06243715706505316
w87adde5,Optimal,2,100.19135281578095,25.02484348090109,1.71594297,3.029153863848514,0.13631344213617738
w87adde5,Optimal,3,90.8957696456911,34.52811263001316,2.03242383,2.5057662805981638,0.0679943870065893
w87adde5,Optimal,4,105.2550037163932,20.19186396693232,1.71594297,2.8476165322791336,0.16195971610256824
w87adde5,Optimal,5,102.57114318063236,22.66752836491211,1.71594297,3.0747263870189623,0.14182198339794552
w8a0cf46,Optimal,1,107.59602693177817,40.86307749078776,1.22315077,7.6285188036383325,0.05110921915945462
w8a0cf46,Optimal,2,117.89688975732952,30.27630343138456,1.22315077,7.056271675960185,0.060214833336617354
w8a0cf46,Optimal,3,126.17506242603544,22.069197735446384,1.22315077,6.538443182556094,0.06481375859303176
w8a0cf46,Optimal,4,128.4134171965465,19.968511349662208,1.22315077,6.6014690631853,0.08150461218160689
w8a0cf46,Optimal,5,111.87144807696868,36.438498312468816,1.22315077,7.835631682726135,0.07477017887325746
w8c9c8db,Optimal,1,107.10619568311557,30.93041331142896,1.44874323,4.775971647274945,0.03098157499696565
w8c9c8db,Optimal,2,108.451532212405,31.06246559504337,1.22315077,5.334963769236299,0.017541927445420248
w8c9c8db,Optimal,3,118.28936932744517,19.338446106222282,1.44874323,3.6033942385089217,0.021764615407392315
w8c9c8db,Optimal,4,98.0570013950136,42.761619688865984,1.71594297,3.3975680772517878,1.2638500925673464e-18
w8c9c8db,Optimal,5,114.11793521951144,24.05530631757205,1.44874323,3.2256595308836435,0.012159382475125742
w8d47bcc,Optimal,1,141.53061826982298,34.31470832364964,0.11437207,49.99999999999968,0.40253260321627915
w8d47bcc,Optimal,2,141.62501748349186,34.4827770179293,0.09656251,49.99999999999992,0.4085400183650768
w8d47bcc,Optimal,3,140.65843652150326,35.20979408365083,0.11437207,49.999999999999915,0.3790153971928925
w8d47bcc,Optimal,4,139.94446058942125,35.904216991016106,0.11437207,49.99999999999968,0.40529739772521034
w8d47bcc,Optimal,5,139.45883344904425,36.40356725758512,0.11437207,49.99999999999978,0.38109048650985083
w8e9d208,Optimal,1,172.94120875838212,50.77193593826879,0.06883126,45.50805376300688,1.623105768735533e-18
w8e9d208,Optimal,2,190.9128009449467,32.44870937881345,0.05811313,47.81452769644825,3.8561596923204225e-15
w8e9d208,Optimal,3,186.33060846821513,37.52054297616351,0.05811313,44.73959722395507,2.373574659063324e-19
w8e9d208,Optimal,4,169.01907763102813,54.26104158805984,0.05811313,49.99999999999556,1.0102699830218222e-15
w8e9d208,Optimal,5,172.82981570734736,51.52721021166527,0.11437207,49.99999999999979,0.1411269904474966
w8eb3fba,Optimal,1,148.3744999169814,21.214195508358905,0.87188084,5.900391152196785,0.14065433788468298
w8eb3fba,Optimal,2,136.71571980818788,33.021080612101926,0.87188084,5.770209396416559,0.11248725075515432
w8eb3fba,Optimal,3,132.24541905770215,37.76489951711451,0.87188084,7.007575438668746,0.19070616732095697
w8eb3fba,Optimal,4,130.80880042126046,38.86217841924163,0.73611507,8.86346855322137,0.15068416559594083
w8eb3fba,Optimal,5,127.75494974325849,42.2382152469591,0.87188084,7.0196638350696565,0.11303507007676979
w97d2cbf,Optimal,1,165.09591216864052,31.674187249848952,0.52471424,5.73796143512138,3.94873791376849e-22
w97d2cbf,Optimal,2,153.16324150980242,43.802530834391305,0.37402445,23.03447854240924,0.15752407580489564
w97d2cbf,Optimal,3,155.71198423943582,49.04920228423543,0.73611507,28.39162250575979,0.24052128123640165
w97d2cbf,Optimal,4,153.19608280173867,51.70279151948582,0.22509493,14.758789200803022,8.197873365801989e-22
w97d2cbf,Optimal,5,146.98763412119757,49.48007941132677,0.44300785,7.847487682924551,1.826148422973743e-18
w9dae565,Optimal,1,209.83536410163995,63.801563007341365,0.04906399,46.95647552197978,9.202627196273873e-22
w9dae565,Optimal,2,201.56278994263346,73.12905005492533,0.05811313,43.84108051692915,7.95866952810966e-16
w9dae565,Optimal,3,226.82261150990195,47.184659943607016,0.04142394,48.205190310482,1.5405607079722115e-18
w9dae565,Optimal,4,230.92409409025456,43.06440428232857,0.04142394,48.305718241791205,6.229243638515837e-16
w9dae565,Optimal,5,223.3310072252667,50.25485134919512,0.04906399,46.26437267734824,4.276657673263982e-19
wa2a15d0,Optimal,1,172.00098259339435,46.41999779631203,0.31578287,10.835011694558855,0.04301362192263384
wa2a15d0,Optimal,2,149.15003473456494,112.71108941040791,0.26661043,14.966870159091883,1.7631587628168955e-19
wa2a15d0,Optimal,3,186.01712060682092,32.71972145983004,0.31578287,9.69140613384162,0.04176736797403605
wa2a15d0,Optimal,4,179.64902469804045,40.63495742771479,0.44300785,7.083279022088762,0.0350275306043105
wa2a15d0,Optimal,5,181.69583243211278,36.980316984745095,0.31578287,9.887935606324703,0.046068504698714194
wa84db29,Optimal,1,141.4587682010177,51.495684190326266,1.71594297,1.8976127565300749,2.5907076638949787e-21
wa84db29,Optimal,2,171.01541693884474,21.547271784511423,1.71594297,1.6359506150911816,5.971688419439935e-18
wa84db29,Optimal,3,157.03131581003854,35.51152838369964,1.71594297,1.6464219538190454,5.717229547888094e-16
wa84db29,Optimal,4,147.60769130096133,46.42543838298383,1.44874323,2.1098202839671756,9.627877073894907e-16
wa84db29,Optimal,5,151.0438401987431,42.921031888848034,1.44874323,2.8332933926270347,0.1669232968795254
waf11118,Optimal,1,121.48241588607236,25.03627046394517,0.87188084,6.4785030610036705,0.03112003416914357
waf11118,Optimal,2,120.72487472960188,25.248818991628404,0.87188084,7.950595444150259,0.08350974183206712
waf11118,Optimal,3,118.24841832655359,27.924131952059547,0.87188084,6.693805546968432,0.0616882486693447
waf11118,Optimal,4,114.99206499006668,33.325372431439945,0.73611507,27.6437799698507,0.1316918193648652
waf11118,Optimal,5,103.14184942974748,43.874094552009765,0.73611507,12.56119871228124,0.07349412116019269
wb118747,Optimal,1,144.08583525507075,31.57777899742203,0.52471424,13.255151174581034,0.10078974442324994
wb118747,Optimal,2,130.55706931470334,44.23061113267561,0.37402445,36.266761673944245,0.10671845683545751
wb118747,Optimal,3,142.53500466370653,31.97633660037949,0.44300785,15.322111857696013,0.08605059573030853
wb118747,Optimal,4,139.76915777698628,34.66327653180817,0.37402445,37.09604543746687,0.12506260844448447
wb118747,Optimal,5,134.85910133646286,40.473115118540896,0.52471424,11.631617501360802,0.07578980390647203
wb16d184,Optimal,1,144.5630047864091,34.43839799220232,0.62149019,4.984367775603259,1.841200282531349e-18
wb16d184,Optimal,2,128.03853069358414,55.31214194152765,0.73611507,15.92089180214403,0.12651202191758285
wb16d184,Optimal,3,146.37101947245458,32.06303369849112,0.62149019,5.557634641633947,6.444151806385649e-19
wb16d184,Optimal,4,152.1724140953798,26.440648491854958,0.62149019,5.248875738973212,1.40404516185207e-18
wb16d184,Optimal,5,138.0886955344747,40.79486925590679,0.62149019,6.204967989263157,3.7661436158816936e-16
wb277461,Optimal,1,138.33938110563886,25.148239766548876,1.22315077,3.2047540282984546,5.695782628906013e-16
wb277461,Optimal,2,112.85813828268728,52.535242113616114,1.03268665,5.151611917866683,1.3331338600882733e-18
wb277461,Optimal,3,118.10814181807116,45.56347001841363,1.22315077,3.620370154356075,1.4051928390582041e-18
wb277461,Optimal,4,137.66846202838985,26.258919522276365,1.22315077,2.9546000144403686,2.0717349076242116e-16
wb277461,Optimal,5,143.19511622886924,20.37402904477099,1.22315077,3.1310476356198444,7.157192966756982e-19
wb6b351e,Optimal,1,208.1652022572476,50.12202645173124,0.11437207,18.84987887752711,0.03831446466603132
wb6b351e,Optimal,2,206.4105146808545,52.05147069716014,0.11437207,17.631427368762825,0.038160062695595895
wb6b351e,Optimal,3,184.3080339438048,105.10550254785522,0.11437207,20.768364219090703,6.911739869202432e-16
wb6b351e,Optimal,4,215.71305072534673,48.26315843780945,0.04142394,49.99999999999926,0.0327854474953803
wb6b351e,Optimal,5,215.09647405119551,43.26439840491783,0.11437207,18.04801185122927,0.03780633399454895
wb6f421e,Optimal,1,223.2349075716767,51.44068436671436,0.19004405,7.922034907026743,2.1151284248429855e-16
