wid,model,nll,β_term,β_click,ε,θ_term
w00c1a6f,BestFirst,318.0055024044785,0.13715572405215695,0.1526819777709344,1.529377759345985e-16,29.534835358701507
w2166775,BestFirst,176.17113841403022,0.474365370063088,0.2088298272192334,2.5374048462764816e-17,13.306547602285024
w24c11a5,BestFirst,276.73119597213986,0.2539394906718185,0.12254793994199882,4.439907124837682e-16,19.06858778839512
w25f3672,BestFirst,289.1444064446207,0.18697022342437108,0.18892229775838768,3.7721397250663254e-16,28.36358009337654
w37ddee7,BestFirst,271.29344467234506,0.22004586590549208,0.15162124308392888,4.82204858270202e-25,20.125969222242997
w6b40f8b,BestFirst,252.47306950766458,0.2662983741212352,0.14439839635755297,5.555159413375933e-18,17.70681043444792
w7bc69aa,BestFirst,119.14738964057351,0.5280150721585292,0.7220926021521301,4.359519388245688e-19,4.504042899076491
w848ec94,BestFirst,244.62916846352834,0.24427118125864034,0.12508287368783094,5.866019965578919e-19,16.530376818557123
w88de4da,BestFirst,252.35386253531513,0.19890642133709951,0.2097888256692863,4.2351687469204625e-24,24.959302721022073
w8b1bf10,BestFirst,248.58217876256882,0.2635664017651639,0.1404278826761256,2.251155975519784e-16,19.307824817978357
w931ff91,BestFirst,254.49013981335398,0.40406427836663045,0.15192624678033442,1.4532954090090003e-16,14.941367028750298
w9901324,BestFirst,266.76322083588497,0.4478082280925481,0.12232102795070071,2.8921453064349533e-16,14.445043726778579
wa48a6b4,BestFirst,255.48411373448343,0.22211518637982366,0.1781111391282818,4.713348859699729e-16,21.681674956510346
wa72b9a8,BestFirst,301.50947179588843,0.18450134422820993,0.12869180039224015,2.4921726486629777e-20,24.106387866121356
wa99cc1f,BestFirst,222.8442073962906,0.17764742499419636,0.2042032877879534,3.545813507492427e-16,25.30652618749208
wb75116f,BestFirst,278.67370446615945,0.2872539733596662,0.12039654916545336,1.6204800675025238e-16,16.216650534437086
wbbb68d2,BestFirst,170.7332878531192,0.29229596635818994,0.22421285057470203,5.287085579562485e-16,13.57957170345051
wc58fa66,BestFirst,411.70895944232234,0.22497403138577787,0.05588671540608507,1.8665867584338123e-16,29.99999999999998
wc60f500,BestFirst,249.1597417591219,0.35178959142655414,0.1187065814280474,3.8189253937105625e-16,12.494701009637144
wc8c5efa,BestFirst,331.2106931148534,0.2939230414893975,8.448912962536135e-19,5.93778519665775e-16,29.999999999999996
wca8515f,BestFirst,460.845195477012,0.2821481532136255,3.569003811499608e-22,3.600599236412536e-18,29.999999999999996
wdc50360,BestFirst,13.862943611198906,4.0850151779599055e-17,1.4999988813915415,2.992482538730365e-22,0.0018222996882686104
we5f05f5,BestFirst,233.7488557982897,0.20215404317226307,0.1726483363588256,6.685036388082158e-21,18.491081451717527
webd9df9,BestFirst,295.88491357752656,0.3191628592424292,0.17076456581370178,1.8825345213446505e-16,20.653746286427715
wecdd55c,BestFirst,240.3010654284603,0.14915445288768536,0.14449587945314538,1.4099498375109892e-24,20.50771003018973
wf37ba84,BestFirst,242.76467357098977,0.19412747275501036,0.20312183214903268,4.822821130889734e-16,20.094865205622803
