wid,model,nll,β_term,β_click,ε,θ_term
w00c1a6f,BreadthFirst,366.01410247211834,2.705962632868571,0.028654055525620222,0.03479297641866128,3.1192387567026403
w2166775,BreadthFirst,278.1158747351531,4.999999999999999,15.000000002812534,0.9660979718925612,1.7213502274544108
w24c11a5,BreadthFirst,336.42601637381733,2.134400526399821,0.052310779929301145,0.12625466234575267,3.0797693389053777
w25f3672,BreadthFirst,368.6599884675309,2.858228857588032,0.015274910007861174,1.4607899379222996e-15,3.1328208184082573
w37ddee7,BreadthFirst,327.88507536252405,2.6681293029366686,0.04207124129246803,1.0454521783662786e-15,2.8476306948235672
w6b40f8b,BreadthFirst,324.3692519047418,4.999999999999695,15.000000000108997,0.6958558827653047,2.791117305716154
w7bc69aa,BreadthFirst,194.10844287396372,4.999999999999999,15.000000004132922,0.8803702056018247,1.5498414748849443
w848ec94,BreadthFirst,295.0511631866364,2.742046820524385,15.000000000057558,0.5869860496528553,2.6406803203859974
w88de4da,BreadthFirst,354.9261545237063,4.999999999970329,14.999998946302421,0.8305196656666061,3.4330363411118836
w8b1bf10,BreadthFirst,325.3461454631968,4.999999999999999,14.999999999938831,0.808086836476685,2.353104606235426
w931ff91,BreadthFirst,340.52551493269243,2.057120020321856,0.008971069737548906,0.21101820427751253,3.4137704858001414
w9901324,BreadthFirst,338.2340320296679,1.7591320392756222,0.049470451867216624,0.18118811244809932,3.3512218482976293
wa48a6b4,BreadthFirst,351.8260700963574,4.999999999999999,15.000000223459383,0.7355914491908565,2.8530524041827756
wa72b9a8,BreadthFirst,363.88925264864406,4.9999999999999885,15.000000001895144,0.6750011298222801,3.175927553027322
wa99cc1f,BreadthFirst,324.78045606765966,4.999999999999998,14.999999998111507,0.9025267060683494,3.9999999999999782
wb75116f,BreadthFirst,330.62386679250335,1.698544768580874,0.08147273328821636,1.0990607263784848e-16,3.3002392661027375
wbbb68d2,BreadthFirst,252.20465121165918,4.99999999999954,14.999997801998598,0.9568640090305943,1.743557974265405
wc58fa66,BreadthFirst,397.04600228881657,4.999999999999999,15.000000000579432,0.24529936163077914,3.5639031391127807
wc60f500,BreadthFirst,308.29299413139364,4.999999999971791,15.000000189747153,0.9934023901139694,2.812790699257359
wc8c5efa,BreadthFirst,405.60019385534787,2.5381776020852502,15.000000032456507,0.9999999999999999,2.6933328571744433
wca8515f,BreadthFirst,399.28014724614275,4.999999999998847,0.17659006302869637,1.2977675154748721e-14,3.971512608561124
wdc50360,BreadthFirst,0.13430696978235895,4.999999999999999,14.999999078470525,2.760013787497644e-18,1.1402289277629492e-17
we5f05f5,BreadthFirst,293.8493163305817,4.999999999999896,3.187009538181828e-16,0.526713117943207,2.141396418726553
webd9df9,BreadthFirst,371.12460253804295,2.6465697653851312,0.03403087523202993,0.014704836732760795,3.1876818072038686
wecdd55c,BreadthFirst,284.37239261102883,4.999999999999978,15.00001335514077,0.7530029497915905,2.0544433875142194
wf37ba84,BreadthFirst,315.2212966507943,2.1697785286528863,15.000000000059668,0.6911742634689267,3.629128323825355
