wid,model,nll,β_term,β_click,ε,θ_term
w016e1dc,BreadthFirst,333.71083769080167,3.4654158544049656,14.999999828626487,0.6841789616917088,3.683178157255529
w0721409,BreadthFirst,251.4717970855416,4.999999999998487,14.99999663881112,0.8084961370140851,2.190382752399708
w2e2a097,BreadthFirst,371.94009822999533,2.839939747118187,15.00000002222183,0.9999999999999976,3.1814240277741184
w2e5bd74,BreadthFirst,360.5707432991753,4.999999999999927,15.000000007680034,0.8574293745852684,3.999999999999997
w4cbce03,BreadthFirst,412.38572888220693,4.999999999995397,0.09302880248454722,7.396991063375442e-15,3.960262984264563
w4e2cc22,BreadthFirst,393.1725322519124,4.999999999985938,0.19426002180398186,8.812678392319043e-16,3.9668926540854725
w4ef5c86,BreadthFirst,274.02572812288565,4.999999999999999,15.000000000073936,0.7407973718478104,1.8748954186332554
w50cf5b6,BreadthFirst,415.47091326431047,4.9999999999994715,15.000030131242587,0.8346241059274621,3.9999999999998717
w5300d05,BreadthFirst,366.9500272162732,2.0729653696971018,8.396958879842877e-18,0.025947522999116995,3.703480226562108
w5637ebe,BreadthFirst,365.54155826905827,1.4828835470698656,0.09809782983303988,3.89750787302165e-15,3.9999999999999973
w63b19f4,BreadthFirst,270.3310482836151,4.999999999999999,14.999990563317112,0.967476669168636,2.4941244150805297
w67067c6,BreadthFirst,235.356790819771,4.999999999999683,14.999999999788452,0.6904322083684673,3.999999999999995
w69d989c,BreadthFirst,315.2856254743716,2.0271970353941584,14.999999634887454,0.6502925744344897,3.3950415682755195
w6f3c781,BreadthFirst,367.2547381030566,2.7275993919303327,0.00515551478932564,1.3066931749281184e-16,3.1577368243747825
w730a12b,BreadthFirst,401.3706142357066,4.999999999999999,15.000000000005453,0.9922353295887013,3.999999999999988
w7b427db,BreadthFirst,396.889175341867,4.999999999999999,14.999999995211445,0.7515165239010625,3.9999999999999996
w82645ad,BreadthFirst,356.41221508165773,2.285054210799076,1.759326079778032e-17,0.07952198988904527,3.530257666774949
w863032d,BreadthFirst,227.44731499417898,2.8365222772516665,14.999998223979176,0.9999999999999983,1.8262659215333545
w88ac202,BreadthFirst,362.2066122958528,4.999999999999999,4.9749226521385513e-20,0.1835996048634897,3.9999999999999996
w898e408,BreadthFirst,296.15317619557095,4.99999999999999,23.43644850386198,0.6969226812520871,2.231316658807936
w8c6ad3c,BreadthFirst,221.71793001230333,4.9999999999999964,14.999999671733509,0.9915083467531193,1.6752601288287672
w9cab0b7,BreadthFirst,140.83448174283367,1.5244447003850028,0.08733174103167532,8.033638357373556e-16,2.0772629110318284
wae0e5ce,BreadthFirst,257.72752378406426,4.999999999999926,15.000000105121917,0.7285662426477648,1.7653682708395584
wb212739,BreadthFirst,224.9643364552011,2.55895278810448,15.000000000067816,0.9999999999999989,2.2886825604782253
wb52cf71,BreadthFirst,279.8571572824151,4.999999999999979,15.00000608419856,0.6728431591924282,2.1320132935392917
wba9259f,BreadthFirst,259.2477199025422,4.999999999868137,15.000000005216979,0.9999739291609152,2.4295084852486513
wbade055,BreadthFirst,302.43714570847544,4.999999999999999,14.999999999125045,0.1261418282937236,3.4708016250619376
wbcb927c,BreadthFirst,320.2423636260261,2.3741558943819427,15.000000000971923,0.6399828412210395,3.4906310300600225
wbdcc41a,BreadthFirst,261.5963340227249,3.4603186309778042,15.000001487095117,0.9999999999999972,3.5810873411556874
wc211e51,BreadthFirst,275.1419206483512,4.999999999999464,15.000001011270454,0.9510894499083596,2.2801190783231298
wd40f616,BreadthFirst,413.97588748449033,2.5602166568822287,14.999999516061692,0.9999999999999999,2.718928460052192
wd44e346,BreadthFirst,378.250689949047,2.179798454494026,0.051664989177636615,3.9381353985581845e-15,3.9999999999999982
wd576ce3,BreadthFirst,280.76204935082103,3.6180220954773143,14.99999999966826,0.9999999999999989,3.604328802484346
wdc8a5cf,BreadthFirst,362.46452289144,4.999999999999999,14.999999819738129,0.6635009735308988,3.9999999999999996
we2a3146,BreadthFirst,306.88264847559253,4.999999999999959,15.000000131949186,0.9438380039402009,2.698470040531354
we997587,BreadthFirst,389.6862367684265,4.99999999999991,4.7067374340775645e-15,0.01992432768616219,3.7252781874215164
wf70f26a,BreadthFirst,333.2717571349616,4.999999999999494,15.000000084304068,0.7791196549806825,2.4456217296701683
