wid,model,nll,β_term,β_click,ε,θ_term
w016e1dc,BestFirst,269.61905411041016,2.9999999999998477,0.1153901899195018,0.05618680278982306,10.66335801810816
w0721409,BestFirst,181.7790337706419,0.22272682649941655,0.25120004181907885,1.1471233403340629e-17,14.369846213537194
w2e2a097,BestFirst,299.8459857450272,0.21209030356993513,0.002207309395683704,2.469568599127385e-19,29.999999999999996
w2e5bd74,BestFirst,279.4877712732096,0.26959362422442706,0.15124427904828597,8.456823937187348e-22,20.46709513174659
w4cbce03,BestFirst,439.0253601955458,0.25053943246381993,0.0052636148908767584,8.71752402689852e-16,29.99999999999998
w4e2cc22,BestFirst,454.3753780471104,2.999999999999999,8.685876262833437e-24,0.04481999501444956,29.999999999999996
w4ef5c86,BestFirst,204.90680663390566,0.6638747339011903,0.12582318121584107,0.0361305247537183,12.056578177352115
w50cf5b6,BestFirst,343.8846808550918,2.9999999988395416,0.00014412840025160043,0.03963485824304808,29.999999999999996
w5300d05,BestFirst,318.89577456824077,0.25054240734012745,0.1287175092069092,5.163774367761595e-17,29.999999999999954
w5637ebe,BestFirst,348.05272945373287,0.15879609605647166,0.06729973841734212,2.4264724184400332e-15,28.247133436846184
w63b19f4,BestFirst,212.61145117597417,0.5407123769966138,0.12840901315206985,0.03964747240402602,8.284493074795103
w67067c6,BestFirst,234.51804173857244,0.07250323598991786,0.039490794430568146,1.0270765772186282e-15,29.99999999999998
w69d989c,BestFirst,239.46036864863413,0.3033602223749873,0.15057897867833392,2.0496217935791336e-16,17.92732316899602
w6f3c781,BestFirst,318.96224547698694,0.15972097388818404,0.16260202819770284,5.840169963517728e-19,29.295166140481346
w730a12b,BestFirst,302.379837773774,0.1929904939173091,0.14192961485187877,1.4727022071018645e-15,29.99999999999997
w7b427db,BestFirst,319.24985967638867,0.1828113482731065,0.11959537862668958,5.481786521829355e-19,29.999999999999996
w82645ad,BestFirst,272.46707489800696,0.27242274201125116,0.19344929094105773,6.564225044987238e-16,25.83789295199196
w863032d,BestFirst,114.49265756059019,0.41488303863444614,0.5595659780274358,2.5770474372970103e-19,11.136652225892172
w88ac202,BestFirst,309.4646255708749,0.25315728071977395,0.10155557216348514,5.807219836704453e-16,27.03370850703427
w898e408,BestFirst,196.9862357454128,0.5388229349042971,0.2171994320299136,2.561280050442707e-16,11.627119185891399
w8c6ad3c,BestFirst,113.94815186154314,0.34014289067159237,2.999999999907154,0.03196397059615985,11.95545553510359
w9cab0b7,BestFirst,140.77248168651727,0.4494380516872389,0.08947240520865886,3.767963834661089e-15,3.15618621218628
wae0e5ce,BestFirst,187.8679723824281,0.5743745603656343,0.15621804431392572,2.2312825014775382e-15,8.262268786374946
wb212739,BestFirst,198.03950821312327,0.43720994912666855,0.12103689687356417,0.22141475517531317,8.201849710184671
wb52cf71,BestFirst,231.59894007930433,0.5891659623506412,0.12568009585862086,0.06182073355666175,7.928541869671675
wba9259f,BestFirst,204.2063428065648,0.32096838606431116,0.17019038127854694,1.8559082968461816e-15,12.080660572632365
wbade055,BestFirst,351.8233935929075,0.4113312426951456,0.0403473411089584,0.09674424369624068,22.79936200396148
wbcb927c,BestFirst,262.43563431613643,0.2764376023447158,0.1491453896906481,3.2113635962466407e-16,15.376253443422565
wbdcc41a,BestFirst,202.55241041717542,0.43228618764471977,0.2946450523451546,0.19694675095788128,11.150503783490239
wc211e51,BestFirst,190.48175524585596,0.32686249320346655,0.22557669466587033,4.031207597990151e-15,11.691904397920734
wd40f616,BestFirst,328.1071171511901,0.27245772051193723,2.1547162196290658e-18,0.030123585301461916,29.999999999999996
wd44e346,BestFirst,358.50567082528795,0.30548450172407493,0.06652289149075652,4.637333106863529e-16,29.999999999999996
wd576ce3,BestFirst,208.09206716029612,0.24390072286133102,0.20047419753545667,1.1121686991573438e-15,14.468501286830016
wdc8a5cf,BestFirst,302.940990163978,0.22212079685825645,0.11636547005076986,1.232923419551157e-15,26.510305833567866
we2a3146,BestFirst,195.5302751876329,0.37409311348915175,0.23165635230819276,5.148793073316065e-16,16.224779136666875
we997587,BestFirst,387.42576119850906,0.2443322456147403,5.218705371844664e-27,6.873102997216645e-22,29.999999999999996
wf70f26a,BestFirst,238.19522483552257,0.3294284310538694,0.18700198735850268,1.4059182180750876e-18,18.381318235378597
